symbol,state,tEntry
LTCUSDT,2,2024-05-31T16:00
LTCUSDT,2,2024-07-29T02:45
LTCUSDT,0,2024-08-02T15:00
LTCUSDT,2,2024-09-25T15:15
LTCUSDT,2,2024-10-01T14:30
LTCUSDT,2,2024-10-29T02:00
LTCUSDT,2,2024-11-02T14:30
LTCUSDT,0,2024-11-18T03:45
LTCUSDT,0,2025-01-19T23:00
LTCUSDT,2,2025-02-24T04:00
LTCUSDT,2,2025-03-03T07:30
LTCUSDT,0,2025-05-05T20:00
LTCUSDT,2,2025-05-20T07:45
LTCUSDT,2,2025-06-09T11:30
LTCUSDT,0,2025-07-19T19:15
LTCUSDT,2,2025-07-28T13:45
LTCUSDT,2,2025-08-18T02:00
LTCUSDT,2,2025-08-24T18:30
LTCUSDT,2,2025-09-22T00:45
LTCUSDT,1,2025-09-30T20:45
LTCUSDT,2,2025-10-21T15:15
LTCUSDT,0,2025-10-29T13:00
LTCUSDT,1,2025-11-12T16:30
LTCUSDT,1,2025-11-20T16:15
LTCUSDT,2,2025-12-12T16:15
LTCUSDT,2,2025-12-15T15:30
LTCUSDT,1,2026-02-03T18:30
LTCUSDT,2,2026-05-13T13:45
LTCUSDT,0,2026-06-25T13:45
LTCUSDT,2,2026-07-18T02:15
