symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,cycleAge,slowAge,cfLag,pullLag
DOTUSDT,1,2023-12-10 23:15,2023-12-11 01:00,7.291,7.14518,SL,8,-2.14,-1.07,2,988,0,1
BTCUSDT,-1,2023-12-12 18:15,2023-12-13 02:15,41425.6,40597.088,TP,33,1.86,0.93,3,160,0,2
NEARUSDT,-1,2023-12-13 02:15,2023-12-13 06:45,2.178,2.13444,TP,19,1.86,0.93,1,132,0,0
DOTUSDT,-1,2023-12-13 07:30,2023-12-13 13:30,6.803,6.93906,SL,25,-2.14,-1.07,4,190,0,3
IMXUSDT,1,2023-12-15 17:00,2023-12-15 18:00,2.2054,2.249508,TP,5,1.86,0.93,1,1386,0,0
APTUSDT,1,2023-12-16 06:30,2023-12-16 21:45,8.392,8.22416,SL,62,-2.14,-1.07,3,350,0,2
BTCUSDT,-1,2023-12-17 04:45,2023-12-18 01:30,42020,41179.6,TP,84,1.86,0.93,2,7,0,1
DOTUSDT,-1,2023-12-17 11:15,2023-12-17 14:30,7.008,6.86784,TP,14,1.86,0.93,2,101,0,1
LTCUSDT,-1,2023-12-17 23:15,2023-12-18 09:15,71.11,69.6878,TP,41,1.86,0.93,1,652,0,0
DOGEUSDT,-1,2023-12-17 23:30,2023-12-18 02:45,0.09296,0.091101,TP,14,1.86,0.93,1,162,0,0
TRXUSDT,-1,2023-12-17 23:45,2023-12-18 02:45,0.10193,0.099891,TP,13,1.86,0.93,1,224,0,0
IMXUSDT,1,2023-12-20 08:45,2023-12-20 09:30,2.1882,2.231964,TP,4,1.86,0.93,1,131,0,0
BTCUSDT,1,2023-12-20 09:45,2023-12-20 13:45,42815.7,43672.014,TP,17,1.86,0.93,3,131,0,2
LTCUSDT,-1,2023-12-20 22:15,2023-12-21 20:45,70.1,70.88,TIMEOUT,91,-1.253,-0.626,1,936,0,0
ETHUSDT,-1,2023-12-21 02:00,2023-12-21 10:45,2192.98,2236.8396,SL,36,-2.14,-1.07,2,124,0,1
1000PEPEUSDT,-1,2023-12-21 19:15,2023-12-21 20:00,0.001248,0.001273,SL,4,-2.14,-1.07,2,357,0,1
TRXUSDT,1,2023-12-23 09:45,2023-12-24 16:45,0.10536,0.107467,TP,125,1.86,0.93,1,300,0,0
LINKUSDT,1,2023-12-23 13:00,2023-12-24 05:30,15.66,15.3468,SL,67,-2.14,-1.07,1,420,0,0
FILUSDT,1,2023-12-23 21:30,2023-12-23 23:45,5.536,5.64672,TP,10,1.86,0.93,1,223,0,0
DOGEUSDT,1,2023-12-24 12:15,2023-12-24 22:00,0.09398,0.0921,SL,40,-2.14,-1.07,3,248,0,2
XRPUSDT,1,2023-12-24 16:00,2023-12-24 22:15,0.6215,0.60907,SL,26,-2.14,-1.07,2,374,0,1
AVAXUSDT,1,2023-12-25 17:45,2023-12-25 20:30,48.01,47.0498,SL,12,-2.14,-1.07,4,498,0,3
BTCUSDT,-1,2023-12-26 06:00,2023-12-26 17:30,42711.9,41857.662,TP,47,1.86,0.93,1,118,0,0
DOTUSDT,1,2023-12-27 11:45,2023-12-27 14:15,8.845,8.6681,SL,11,-2.14,-1.07,4,612,0,3
FILUSDT,1,2023-12-27 16:00,2023-12-27 17:15,5.85,5.967,TP,6,1.86,0.93,1,585,0,0
FILUSDT,1,2023-12-31 00:00,2023-12-31 02:00,5.989,6.10878,TP,9,1.86,0.93,2,905,0,1
LINKUSDT,-1,2024-01-01 00:15,2024-01-01 13:15,15.057,15.289,TIMEOUT,53,-1.681,-0.84,3,215,0,2
ARBUSDT,1,2024-01-01 17:45,2024-01-01 18:00,1.6145,1.64679,TP,2,1.86,0.93,1,124,0,0
TRXUSDT,-1,2024-01-05 02:00,2024-01-05 14:45,0.10574,0.103625,TP,52,1.86,0.93,1,149,0,0
NEARUSDT,-1,2024-01-05 09:00,2024-01-05 10:30,3.732,3.65736,TP,7,1.86,0.93,2,170,0,1
DOTUSDT,-1,2024-01-05 10:45,2024-01-05 14:15,7.508,7.35784,TP,15,1.86,0.93,1,186,0,0
SOLUSDT,-1,2024-01-05 12:15,2024-01-05 14:30,100.324,98.31752,TP,10,1.86,0.93,2,191,0,1
LTCUSDT,-1,2024-01-05 12:15,2024-01-06 05:45,65.31,64.0038,TP,71,1.86,0.93,2,207,0,1
ETHUSDT,-1,2024-01-05 17:30,2024-01-05 23:00,2229.1,2273.682,SL,23,-2.14,-1.07,4,212,0,3
1000PEPEUSDT,-1,2024-01-07 11:30,2024-01-07 15:45,0.0011631,0.00114,TP,18,1.86,0.93,4,377,0,3
IMXUSDT,-1,2024-01-07 22:30,2024-01-08 00:15,1.9172,1.878856,TP,8,1.86,0.93,1,420,0,0
OPUSDT,-1,2024-01-07 23:15,2024-01-08 00:15,3.1621,3.098858,TP,5,1.86,0.93,1,409,0,0
TRXUSDT,-1,2024-01-07 23:30,2024-01-08 08:15,0.1025,0.10385,TIMEOUT,36,-1.457,-0.729,1,427,0,0
ARBUSDT,-1,2024-01-07 23:30,2024-01-07 23:45,1.6962,1.730124,SL,2,-2.14,-1.07,1,159,0,0
APTUSDT,-1,2024-01-09 09:45,2024-01-09 12:45,8.291,8.12518,TP,13,1.86,0.93,1,304,0,0
IMXUSDT,-1,2024-01-09 12:45,2024-01-09 20:15,1.8708,1.833384,TP,31,1.86,0.93,1,573,0,0
TRXUSDT,-1,2024-01-09 12:45,2024-01-10 01:30,0.10242,0.10336,TIMEOUT,52,-1.058,-0.529,4,576,0,3
NEARUSDT,-1,2024-01-09 14:45,2024-01-09 16:45,3.167,3.10366,TP,9,1.86,0.93,1,577,0,0
ADAUSDT,1,2024-01-10 21:15,2024-01-10 22:00,0.5465,0.55743,TP,4,1.86,0.93,1,194,0,0
AVAXUSDT,1,2024-01-10 21:15,2024-01-10 21:45,36.997,37.73694,TP,3,1.86,0.93,1,178,0,0
DOTUSDT,1,2024-01-10 21:15,2024-01-10 21:45,7.683,7.83666,TP,3,1.86,0.93,1,196,0,0
APTUSDT,1,2024-01-13 10:00,2024-01-13 12:00,9.441,9.62982,TP,9,1.86,0.93,1,222,0,0
LINKUSDT,1,2024-01-17 01:30,2024-01-17 04:00,15.594,15.90588,TP,11,1.86,0.93,1,257,0,0
BTCUSDT,-1,2024-01-17 14:30,2024-01-18 16:45,42730.8,41876.184,TP,106,1.86,0.93,2,469,0,1
DOGEUSDT,-1,2024-01-17 14:30,2024-01-18 16:30,0.08053,0.078919,TP,105,1.86,0.93,4,439,0,3
ADAUSDT,-1,2024-01-17 14:30,2024-01-18 01:30,0.5316,0.520968,TP,45,1.86,0.93,4,399,0,3
SUIUSDT,-1,2024-01-18 13:00,2024-01-18 13:15,1.2104,1.234608,SL,2,-2.14,-1.07,1,123,0,0
NEARUSDT,-1,2024-01-18 16:00,2024-01-18 16:45,3.187,3.12326,TP,4,1.86,0.93,1,351,0,0
FILUSDT,-1,2024-01-21 22:00,2024-01-22 01:15,5.43,5.3214,TP,14,1.86,0.93,2,455,0,1
SOLUSDT,-1,2024-01-22 00:45,2024-01-22 02:30,91.488,89.65824,TP,8,1.86,0.93,3,302,0,2
XRPUSDT,-1,2024-01-22 00:45,2024-01-22 04:45,0.548,0.53704,TP,17,1.86,0.93,1,870,0,0
NEARUSDT,-1,2024-01-22 01:00,2024-01-22 02:30,2.922,2.86356,TP,7,1.86,0.93,2,675,0,1
AVAXUSDT,-1,2024-01-22 01:15,2024-01-22 08:30,32.14,31.4972,TP,30,1.86,0.93,1,868,0,0
TRXUSDT,-1,2024-01-23 09:00,2024-01-24 10:00,0.10772,0.1081,TIMEOUT,101,-0.493,-0.246,1,137,0,0
ADAUSDT,-1,2024-01-25 18:00,2024-01-26 10:45,0.4682,0.477564,SL,68,-2.14,-1.07,3,1181,0,2
SUIUSDT,1,2024-01-26 12:45,2024-01-26 13:45,1.2259,1.250418,TP,5,1.86,0.93,4,269,0,3
LTCUSDT,1,2024-01-27 17:15,2024-01-29 13:15,67.54,67.08,TIMEOUT,177,-0.821,-0.411,1,96,0,0
IMXUSDT,1,2024-01-29 11:00,2024-01-29 13:30,1.9742,1.934716,SL,11,-2.14,-1.07,3,257,0,2
BTCUSDT,1,2024-01-29 16:45,2024-01-31 01:15,43182.5,42772.4,TIMEOUT,131,-1.09,-0.545,1,307,0,0
ADAUSDT,1,2024-01-29 16:45,2024-01-29 18:30,0.5079,0.518058,TP,8,1.86,0.93,1,290,0,0
ETHUSDT,1,2024-01-29 17:15,2024-01-30 16:00,2302.75,2348.805,TP,92,1.86,0.93,1,252,0,0
XRPUSDT,1,2024-01-29 18:15,2024-01-30 13:30,0.5354,0.524692,SL,78,-2.14,-1.07,1,291,0,0
TRXUSDT,-1,2024-01-30 04:00,2024-01-31 05:45,0.1124,0.11272,TIMEOUT,104,-0.425,-0.212,3,234,0,2
LINKUSDT,1,2024-02-01 14:15,2024-02-01 14:45,16.017,16.33734,TP,3,1.86,0.93,1,475,0,0
DOGEUSDT,-1,2024-02-03 15:30,2024-02-04 17:45,0.07898,0.07958,TIMEOUT,106,-0.9,-0.45,3,278,0,2
SUIUSDT,1,2024-02-05 07:00,2024-02-05 09:15,1.5092,1.539384,TP,10,1.86,0.93,1,62,0,0
IMXUSDT,1,2024-02-05 10:45,2024-02-05 13:45,2.2141,2.258382,TP,13,1.86,0.93,1,322,0,0
BTCUSDT,-1,2024-02-05 19:00,2024-02-06 15:15,42768.4,43178.1,TIMEOUT,82,-1.098,-0.549,4,73,0,3
ADAUSDT,-1,2024-02-07 04:30,2024-02-07 10:45,0.4866,0.476868,TP,26,1.86,0.93,1,250,0,0
BNBUSDT,1,2024-02-07 10:45,2024-02-08 00:30,303.24,309.3048,TP,56,1.86,0.93,4,264,0,3
OPUSDT,1,2024-02-07 17:00,2024-02-07 22:30,3.459,3.38982,SL,23,-2.14,-1.07,1,210,0,0
DOGEUSDT,1,2024-02-11 03:30,2024-02-11 07:45,0.08208,0.083722,TP,18,1.86,0.93,1,313,0,0
LTCUSDT,1,2024-02-11 03:30,2024-02-12 02:30,72.28,70.8344,SL,93,-2.14,-1.07,1,402,0,0
OPUSDT,1,2024-02-11 03:45,2024-02-11 06:45,3.5441,3.614982,TP,13,1.86,0.93,3,541,2,0
XRPUSDT,1,2024-02-11 04:45,2024-02-12 03:30,0.527,0.5239,TIMEOUT,92,-0.728,-0.364,1,298,0,0
BNBUSDT,1,2024-02-11 05:00,2024-02-11 15:00,322.85,320.46,TIMEOUT,41,-0.88,-0.44,3,625,0,2
OPUSDT,1,2024-02-12 11:30,2024-02-12 14:30,3.6128,3.685056,TP,13,1.86,0.93,1,668,0,0
ETHUSDT,1,2024-02-12 15:30,2024-02-12 17:30,2550.03,2601.0306,TP,9,1.86,0.93,1,585,0,0
ARBUSDT,1,2024-02-12 15:45,2024-02-12 17:00,2.0068,2.046936,TP,6,1.86,0.93,1,589,0,0
SOLUSDT,1,2024-02-12 16:00,2024-02-12 17:15,108.079,110.24058,TP,6,1.86,0.93,1,455,0,0
1000PEPEUSDT,1,2024-02-12 16:15,2024-02-12 17:15,0.0010258,0.001046,TP,5,1.86,0.93,1,685,0,0
XRPUSDT,1,2024-02-12 16:45,2024-02-13 13:45,0.5277,0.523,TIMEOUT,85,-1.031,-0.515,1,442,0,0
DOTUSDT,1,2024-02-14 03:45,2024-02-14 09:00,7.507,7.65714,TP,22,1.86,0.93,1,604,0,0
BNBUSDT,1,2024-02-14 07:00,2024-02-14 12:30,327.67,334.2234,TP,23,1.86,0.93,1,142,0,0
NEARUSDT,1,2024-02-14 07:15,2024-02-14 08:45,3.336,3.40272,TP,7,1.86,0.93,2,619,1,0
BTCUSDT,1,2024-02-14 08:45,2024-02-14 11:45,50801.7,51817.734,TP,13,1.86,0.93,1,628,0,0
ETHUSDT,1,2024-02-14 08:45,2024-02-14 10:30,2708.94,2763.1188,TP,8,1.86,0.93,1,750,0,0
AVAXUSDT,1,2024-02-14 09:15,2024-02-14 14:45,41.273,42.09846,TP,23,1.86,0.93,1,606,0,0
ADAUSDT,1,2024-02-17 21:30,2024-02-18 00:00,0.6001,0.612102,TP,11,1.86,0.93,1,484,0,0
ETHUSDT,1,2024-02-18 06:15,2024-02-18 21:45,2792.04,2847.8808,TP,63,1.86,0.93,2,1124,0,1
AVAXUSDT,-1,2024-02-19 20:30,2024-02-20 01:15,39.456,38.66688,TP,20,1.86,0.93,3,289,0,2
IMXUSDT,1,2024-02-20 09:30,2024-02-20 10:00,3.3475,3.41445,TP,3,1.86,0.93,2,1757,0,1
BTCUSDT,1,2024-02-20 14:00,2024-02-20 17:00,52290,51244.2,SL,13,-2.14,-1.07,3,107,0,2
AVAXUSDT,-1,2024-02-22 23:30,2024-02-23 15:15,36.736,36.00128,TP,64,1.86,0.93,1,589,0,0
ARBUSDT,-1,2024-02-23 00:45,2024-02-23 02:30,1.8269,1.790362,TP,8,1.86,0.93,4,177,0,3
ADAUSDT,-1,2024-02-23 04:30,2024-02-23 15:45,0.5894,0.577612,TP,46,1.86,0.93,3,174,0,2
SUIUSDT,-1,2024-02-23 10:00,2024-02-23 14:30,1.6908,1.656984,TP,19,1.86,0.93,4,651,0,3
BNBUSDT,1,2024-02-24 13:30,2024-02-25 11:45,379.39,386.9778,TP,90,1.86,0.93,2,1128,0,1
IMXUSDT,-1,2024-02-25 05:45,2024-02-25 14:30,3.0533,3.114366,SL,36,-2.14,-1.07,2,193,0,1
BTCUSDT,1,2024-02-26 15:30,2024-02-26 16:00,52583,53634.66,TP,3,1.86,0.93,1,148,0,0
DOGEUSDT,1,2024-02-26 16:15,2024-02-26 19:45,0.08689,0.088628,TP,15,1.86,0.93,1,100,0,0
DOTUSDT,1,2024-02-26 16:15,2024-02-27 13:45,8.06,8.2212,TP,87,1.86,0.93,1,217,0,0
OPUSDT,1,2024-02-26 21:45,2024-02-27 02:30,3.834,3.91068,TP,20,1.86,0.93,3,133,0,2
APTUSDT,1,2024-02-28 09:30,2024-02-28 10:00,10.674,10.88748,TP,3,1.86,0.93,1,255,0,0
OPUSDT,1,2024-02-28 15:45,2024-02-28 16:45,3.8325,3.90915,TP,5,1.86,0.93,2,301,0,1
1000PEPEUSDT,1,2024-03-01 08:45,2024-03-01 09:00,0.0032825,0.003217,SL,2,-2.14,-1.07,1,674,0,0
ADAUSDT,1,2024-03-01 14:30,2024-03-01 22:00,0.6855,0.69921,TP,31,1.86,0.93,4,367,0,3
DOGEUSDT,1,2024-03-01 16:15,2024-03-01 17:00,0.12781,0.130366,TP,4,1.86,0.93,1,484,0,0
OPUSDT,1,2024-03-02 07:00,2024-03-02 16:00,3.8405,3.91731,TP,37,1.86,0.93,4,554,0,3
DOTUSDT,1,2024-03-03 17:00,2024-03-03 22:30,9.709,9.90318,TP,23,1.86,0.93,1,796,0,0
XRPUSDT,1,2024-03-04 09:00,2024-03-04 10:00,0.638,0.65076,TP,5,1.86,0.93,4,620,0,3
TONUSDT,1,2024-03-04 10:15,2024-03-04 13:00,2.6999,2.753898,TP,12,1.86,0.93,2,279,0,1
AVAXUSDT,1,2024-03-04 10:30,2024-03-04 17:00,43.207,42.34286,SL,27,-2.14,-1.07,3,650,0,2
OPUSDT,1,2024-03-05 04:30,2024-03-05 04:45,4.3088,4.222624,SL,2,-2.14,-1.07,1,832,0,0
LINKUSDT,1,2024-03-05 07:15,2024-03-05 16:00,20.605,20.1929,SL,36,-2.14,-1.07,3,771,0,2
ETHUSDT,1,2024-03-06 06:00,2024-03-06 08:15,3782.63,3858.2826,TP,10,1.86,0.93,1,2755,0,0
1000PEPEUSDT,1,2024-03-06 06:45,2024-03-06 07:00,0.0073153,0.007462,TP,2,1.86,0.93,1,1146,0,0
AVAXUSDT,-1,2024-03-06 16:00,2024-03-06 17:45,40.07,40.8714,SL,8,-2.14,-1.07,3,73,0,2
ADAUSDT,-1,2024-03-08 16:45,2024-03-09 07:15,0.7235,0.73797,SL,59,-2.14,-1.07,3,273,0,2
XRPUSDT,-1,2024-03-08 17:00,2024-03-09 07:30,0.6213,0.6306,TIMEOUT,59,-1.637,-0.818,4,273,0,3
XRPUSDT,1,2024-03-09 08:00,2024-03-09 10:15,0.6295,0.61691,SL,10,-2.14,-1.07,2,6,0,1
NEARUSDT,1,2024-03-11 03:15,2024-03-11 04:00,6.679,6.81258,TP,4,1.86,0.93,1,427,0,0
BTCUSDT,1,2024-03-11 07:30,2024-03-11 11:45,70900.4,72318.408,TP,18,1.86,0.93,1,1460,0,0
ETHUSDT,1,2024-03-11 08:00,2024-03-11 18:15,4008.77,4088.9454,TP,42,1.86,0.93,1,3243,0,0
LTCUSDT,1,2024-03-11 08:15,2024-03-11 08:45,92.13,93.9726,TP,3,1.86,0.93,1,321,0,0
TRXUSDT,-1,2024-03-12 05:30,2024-03-12 17:15,0.13312,0.130458,TP,48,1.86,0.93,1,1082,0,0
ARBUSDT,-1,2024-03-12 06:00,2024-03-12 08:00,2.0246,1.984108,TP,9,1.86,0.93,4,191,3,0
BTCUSDT,1,2024-03-13 06:30,2024-03-14 14:45,72633,71772,TIMEOUT,130,-1.325,-0.663,1,1648,0,0
APTUSDT,1,2024-03-13 08:30,2024-03-13 12:15,13.554,13.28292,SL,16,-2.14,-1.07,4,120,0,3
OPUSDT,-1,2024-03-14 01:00,2024-03-14 02:00,4.4048,4.492896,SL,5,-2.14,-1.07,4,223,1,2
DOGEUSDT,-1,2024-03-14 02:15,2024-03-14 03:00,0.16791,0.171268,SL,4,-2.14,-1.07,4,3,0,3
APTUSDT,1,2024-03-14 02:45,2024-03-14 08:30,13.307,13.57314,TP,24,1.86,0.93,4,193,0,3
LINKUSDT,-1,2024-03-15 03:15,2024-03-15 03:45,19.245,19.6299,SL,3,-2.14,-1.07,4,141,3,0
APTUSDT,1,2024-03-15 21:15,2024-03-15 21:45,13.944,14.22288,TP,3,1.86,0.93,1,363,0,0
TRXUSDT,-1,2024-03-16 15:30,2024-03-17 18:45,0.1263,0.12594,TIMEOUT,110,0.145,0.073,1,1506,0,0
SOLUSDT,1,2024-03-17 17:45,2024-03-17 22:30,196.088,200.00976,TP,20,1.86,0.93,1,535,0,0
SUIUSDT,1,2024-03-17 23:30,2024-03-17 23:45,1.5836,1.615272,TP,2,1.86,0.93,3,172,0,2
TRXUSDT,-1,2024-03-18 13:00,2024-03-19 03:30,0.12518,0.122676,TP,59,1.86,0.93,1,1688,0,0
1000PEPEUSDT,-1,2024-03-18 14:00,2024-03-18 14:30,0.0072009,0.007057,TP,3,1.86,0.93,1,227,0,0
ADAUSDT,-1,2024-03-18 16:15,2024-03-18 16:45,0.6647,0.651406,TP,3,1.86,0.93,4,317,0,3
DOTUSDT,-1,2024-03-18 22:30,2024-03-18 23:00,9.761,9.95622,SL,3,-2.14,-1.07,3,304,1,1
BTCUSDT,-1,2024-03-19 01:15,2024-03-19 03:30,66422.3,65093.854,TP,10,1.86,0.93,1,408,0,0
XRPUSDT,-1,2024-03-19 07:00,2024-03-19 07:30,0.5837,0.595374,SL,3,-2.14,-1.07,1,429,0,0
TONUSDT,1,2024-03-20 10:15,2024-03-20 10:45,4.0012,4.081224,TP,3,1.86,0.93,3,212,0,2
APTUSDT,1,2024-03-20 23:30,2024-03-21 00:00,15.513,15.82326,TP,3,1.86,0.93,4,139,0,3
OPUSDT,1,2024-03-22 08:30,2024-03-22 10:00,3.5137,3.583974,TP,7,1.86,0.93,4,120,0,3
LTCUSDT,1,2024-03-23 09:00,2024-03-23 09:45,84.17,85.8534,TP,4,1.86,0.93,2,216,0,1
ETHUSDT,-1,2024-03-24 05:30,2024-03-24 12:00,3330.42,3397.0284,SL,27,-2.14,-1.07,4,149,0,3
NEARUSDT,-1,2024-03-24 07:30,2024-03-24 20:00,6.526,6.65652,SL,51,-2.14,-1.07,2,526,0,1
OPUSDT,1,2024-03-24 10:30,2024-03-24 12:00,3.591,3.66282,TP,7,1.86,0.93,1,320,0,0
TRXUSDT,1,2024-03-25 16:00,2024-03-27 09:00,0.12047,0.12012,TIMEOUT,165,-0.431,-0.215,1,58,0,0
LTCUSDT,1,2024-03-26 19:15,2024-03-27 01:30,95.6,97.512,TP,26,1.86,0.93,1,545,0,0
SUIUSDT,1,2024-03-29 01:15,2024-03-29 02:00,2.0759,2.117418,TP,4,1.86,0.93,1,267,0,0
TONUSDT,-1,2024-03-29 08:30,2024-03-29 11:45,4.8798,4.977396,SL,14,-2.14,-1.07,3,232,0,2
LTCUSDT,1,2024-03-29 10:30,2024-03-29 11:00,100.42,102.4284,TP,3,1.86,0.93,1,798,0,0
AVAXUSDT,-1,2024-03-31 00:15,2024-03-31 08:15,53.283,54.34866,SL,33,-2.14,-1.07,3,328,0,2
NEARUSDT,-1,2024-03-31 00:15,2024-03-31 01:45,6.998,7.13796,SL,7,-2.14,-1.07,3,239,0,2
FILUSDT,1,2024-03-31 16:30,2024-03-31 21:00,9.691,9.88482,TP,19,1.86,0.93,2,988,0,1
OPUSDT,-1,2024-04-01 03:15,2024-04-01 05:30,3.6357,3.562986,TP,10,1.86,0.93,1,373,0,0
ARBUSDT,-1,2024-04-01 03:45,2024-04-01 05:45,1.6469,1.613962,TP,9,1.86,0.93,3,281,0,2
LINKUSDT,-1,2024-04-01 05:45,2024-04-01 15:00,18.378,18.01044,TP,38,1.86,0.93,1,347,0,0
NEARUSDT,-1,2024-04-01 05:45,2024-04-01 06:30,6.808,6.94416,SL,4,-2.14,-1.07,1,357,0,0
XRPUSDT,-1,2024-04-01 06:00,2024-04-01 15:00,0.612,0.59976,TP,37,1.86,0.93,1,468,0,0
AVAXUSDT,-1,2024-04-01 06:15,2024-04-01 11:00,51.963,53.00226,SL,20,-2.14,-1.07,1,448,0,0
DOTUSDT,-1,2024-04-01 07:00,2024-04-01 14:30,9.349,9.16202,TP,31,1.86,0.93,1,334,0,0
SUIUSDT,-1,2024-04-02 05:15,2024-04-02 08:00,1.8516,1.814568,TP,12,1.86,0.93,1,321,0,0
SUIUSDT,-1,2024-04-04 22:15,2024-04-05 02:00,1.6762,1.642676,TP,16,1.86,0.93,1,581,0,0
SOLUSDT,-1,2024-04-04 23:30,2024-04-05 02:15,183.796,180.12008,TP,12,1.86,0.93,4,301,0,3
NEARUSDT,1,2024-04-05 15:00,2024-04-05 16:00,7.063,7.20426,TP,5,1.86,0.93,1,200,0,0
IMXUSDT,-1,2024-04-08 02:45,2024-04-08 07:30,2.6597,2.712894,SL,20,-2.14,-1.07,1,262,0,0
TONUSDT,1,2024-04-08 06:45,2024-04-08 08:45,5.5182,5.628564,TP,9,1.86,0.93,1,257,0,0
NEARUSDT,1,2024-04-08 06:45,2024-04-08 08:00,7.151,7.29402,TP,6,1.86,0.93,1,455,0,0
ADAUSDT,1,2024-04-08 08:15,2024-04-08 21:00,0.604,0.61608,TP,52,1.86,0.93,1,78,0,0
BNBUSDT,1,2024-04-10 10:15,2024-04-10 12:30,586.32,574.5936,SL,10,-2.14,-1.07,4,579,0,3
XRPUSDT,1,2024-04-11 02:30,2024-04-11 14:15,0.6191,0.606718,SL,48,-2.14,-1.07,2,606,0,1
LTCUSDT,-1,2024-04-11 15:30,2024-04-11 17:15,95.98,97.8996,SL,8,-2.14,-1.07,3,213,0,2
ETHUSDT,-1,2024-04-11 17:00,2024-04-12 14:45,3516.85,3446.513,TP,88,1.86,0.93,4,180,0,3
BNBUSDT,1,2024-04-12 02:15,2024-04-12 05:45,615.07,627.3714,TP,15,1.86,0.93,1,739,0,0
ADAUSDT,-1,2024-04-12 12:45,2024-04-12 13:30,0.5743,0.562814,TP,4,1.86,0.93,1,227,0,0
SOLUSDT,-1,2024-04-12 13:15,2024-04-12 16:15,168.647,165.27406,TP,13,1.86,0.93,1,283,0,0
LINKUSDT,-1,2024-04-12 13:30,2024-04-12 17:15,17.123,16.78054,TP,16,1.86,0.93,1,282,0,0
BTCUSDT,-1,2024-04-12 14:30,2024-04-12 17:15,69666.7,68273.366,TP,12,1.86,0.93,1,273,0,0
BTCUSDT,-1,2024-04-15 16:15,2024-04-15 19:00,64107.3,62825.154,TP,12,1.86,0.93,1,568,0,0
FILUSDT,-1,2024-04-15 17:15,2024-04-15 18:45,5.891,5.77318,TP,7,1.86,0.93,1,558,0,0
AVAXUSDT,-1,2024-04-15 18:15,2024-04-15 19:00,35.067,34.36566,TP,4,1.86,0.93,1,576,0,0
SOLUSDT,-1,2024-04-17 13:15,2024-04-17 14:15,132.964,130.30472,TP,5,1.86,0.93,1,763,0,0
BTCUSDT,-1,2024-04-17 13:30,2024-04-17 14:15,62723.6,61469.128,TP,4,1.86,0.93,4,749,0,3
1000PEPEUSDT,-1,2024-04-17 13:30,2024-04-17 14:00,0.0051409,0.005038,TP,3,1.86,0.93,4,758,1,2
TONUSDT,-1,2024-04-17 13:30,2024-04-17 14:00,6.1899,6.066102,TP,3,1.86,0.93,4,108,0,3
SUIUSDT,1,2024-04-19 08:45,2024-04-19 12:45,1.2869,1.312638,TP,17,1.86,0.93,1,374,0,0
DOGEUSDT,1,2024-04-23 19:00,2024-04-24 03:30,0.16094,0.164159,TP,35,1.86,0.93,2,293,0,1
LTCUSDT,1,2024-04-24 02:45,2024-04-24 14:30,86.33,84.6034,SL,48,-2.14,-1.07,1,423,0,0
AVAXUSDT,1,2024-04-24 07:00,2024-04-24 13:00,39.286,38.50028,SL,25,-2.14,-1.07,3,342,0,2
OPUSDT,1,2024-04-24 07:45,2024-04-24 11:30,2.5558,2.606916,TP,16,1.86,0.93,4,356,0,3
DOTUSDT,1,2024-04-24 09:30,2024-04-24 13:30,7.416,7.26768,SL,17,-2.14,-1.07,4,353,0,3
NEARUSDT,1,2024-04-27 05:45,2024-04-27 08:00,7.172,7.02856,SL,10,-2.14,-1.07,3,825,0,2
SOLUSDT,-1,2024-04-28 23:00,2024-04-29 03:00,138.431,135.66238,TP,17,1.86,0.93,1,387,0,0
BTCUSDT,-1,2024-04-30 08:45,2024-04-30 14:00,61904.9,60666.802,TP,22,1.86,0.93,1,540,0,0
XRPUSDT,-1,2024-04-30 09:00,2024-04-30 12:00,0.5034,0.493332,TP,13,1.86,0.93,1,541,0,0
OPUSDT,-1,2024-04-30 09:15,2024-04-30 11:15,2.3964,2.348472,TP,9,1.86,0.93,1,84,0,0
1000PEPEUSDT,-1,2024-04-30 09:45,2024-04-30 12:00,0.0069128,0.006775,TP,10,1.86,0.93,1,285,0,0
IMXUSDT,-1,2024-04-30 10:00,2024-04-30 11:30,2.0145,1.97421,TP,7,1.86,0.93,1,533,0,0
BNBUSDT,-1,2024-04-30 10:15,2024-04-30 11:15,582.24,570.5952,TP,5,1.86,0.93,1,322,0,0
IMXUSDT,-1,2024-05-01 10:30,2024-05-01 12:00,1.904,1.94208,SL,7,-2.14,-1.07,2,631,0,1
SUIUSDT,-1,2024-05-03 07:30,2024-05-03 11:30,1.0946,1.072708,TP,17,1.86,0.93,1,380,0,0
ADAUSDT,1,2024-05-03 14:00,2024-05-03 20:45,0.4627,0.471954,TP,28,1.86,0.93,1,66,0,0
TRXUSDT,1,2024-05-03 14:45,2024-05-04 01:15,0.12305,0.12272,TIMEOUT,43,-0.408,-0.204,1,135,0,0
TONUSDT,1,2024-05-05 13:15,2024-05-05 15:15,5.826,5.94252,TP,9,1.86,0.93,1,261,0,0
IMXUSDT,1,2024-05-05 18:15,2024-05-06 00:30,2.2493,2.294286,TP,26,1.86,0.93,4,314,0,3
OPUSDT,1,2024-05-06 01:30,2024-05-06 08:15,2.9344,2.993088,TP,28,1.86,0.93,2,435,0,1
TRXUSDT,-1,2024-05-06 12:00,2024-05-07 08:45,0.11928,0.11987,TIMEOUT,84,-0.635,-0.317,1,135,0,0
SUIUSDT,1,2024-05-07 17:00,2024-05-07 18:15,1.1264,1.103872,SL,6,-2.14,-1.07,3,130,0,2
