symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,cycleAge,slowAge,cfLag,pullLag
DOTUSDT,-1,2021-06-07 18:00,2021-06-07 20:45,23.783,23.30734,TP,12,1.86,0.93,1,315,0,0
ADAUSDT,-1,2021-06-07 18:30,2021-06-07 20:45,1.6687,1.635326,TP,10,1.86,0.93,1,334,0,0
NEARUSDT,-1,2021-06-07 19:30,2021-06-07 20:45,3.155,3.0919,TP,6,1.86,0.93,2,335,0,1
LTCUSDT,-1,2021-06-09 04:45,2021-06-09 06:15,155.7,158.814,SL,7,-2.14,-1.07,2,472,0,1
LINKUSDT,-1,2021-06-10 14:30,2021-06-10 16:00,23.892,23.41416,TP,7,1.86,0.93,1,609,0,0
AVAXUSDT,-1,2021-06-10 14:30,2021-06-10 15:45,14.389,14.10122,TP,6,1.86,0.93,2,601,0,1
ETHUSDT,-1,2021-06-10 16:45,2021-06-10 20:00,2479.62,2430.0276,TP,14,1.86,0.93,1,256,0,0
FILUSDT,-1,2021-06-10 17:00,2021-06-11 16:00,73,71.54,TP,93,1.86,0.93,1,255,0,0
DOGEUSDT,-1,2021-06-10 19:30,2021-06-11 01:00,0.32741,0.320862,TP,23,1.86,0.93,3,475,0,2
LTCUSDT,1,2021-06-11 06:00,2021-06-11 15:00,171.19,167.7662,SL,37,-2.14,-1.07,2,124,0,1
AVAXUSDT,1,2021-06-17 04:00,2021-06-17 07:15,14.736,15.03072,TP,14,1.86,0.93,1,312,0,0
FILUSDT,-1,2021-06-17 13:45,2021-06-17 17:30,69.591,68.19918,TP,16,1.86,0.93,2,94,0,1
LTCUSDT,-1,2021-06-17 17:00,2021-06-18 10:15,165.2,161.896,TP,70,1.86,0.93,1,97,0,0
ETHUSDT,-1,2021-06-24 03:30,2021-06-24 07:15,1901.71,1939.7442,SL,16,-2.14,-1.07,3,271,0,2
ETHUSDT,-1,2021-06-25 08:00,2021-06-25 10:30,1923.08,1884.6184,TP,11,1.86,0.93,1,385,0,0
DOGEUSDT,1,2021-06-27 04:30,2021-06-27 06:30,0.24772,0.242766,SL,9,-2.14,-1.07,4,305,0,3
ETHUSDT,1,2021-06-30 19:45,2021-06-30 21:30,2242.52,2287.3704,TP,8,1.86,0.93,1,269,0,0
NEARUSDT,1,2021-07-01 00:00,2021-07-01 02:15,2.0462,2.005276,SL,10,-2.14,-1.07,3,163,0,2
LTCUSDT,1,2021-07-01 00:00,2021-07-01 03:30,142.42,139.5716,SL,15,-2.14,-1.07,2,251,0,1
DOGEUSDT,-1,2021-07-05 01:15,2021-07-05 11:15,0.24362,0.238748,TP,41,1.86,0.93,1,420,0,0
AVAXUSDT,1,2021-07-06 03:00,2021-07-06 04:00,12.626,12.87852,TP,5,1.86,0.93,1,246,0,0
BNBUSDT,1,2021-07-06 04:15,2021-07-06 05:15,312.7,318.954,TP,5,1.86,0.93,1,254,0,0
LINKUSDT,1,2021-07-06 04:30,2021-07-06 08:15,19.559,19.95018,TP,16,1.86,0.93,1,179,0,0
BTCUSDT,-1,2021-07-06 17:00,2021-07-06 23:45,33602.29,34274.3358,SL,28,-2.14,-1.07,4,139,1,2
ADAUSDT,1,2021-07-07 14:15,2021-07-08 00:00,1.4267,1.3992,TIMEOUT,40,-2.068,-1.034,2,403,0,1
LTCUSDT,-1,2021-07-07 23:30,2021-07-08 00:15,137.21,134.4658,TP,4,1.86,0.93,1,230,0,0
BTCUSDT,-1,2021-07-08 00:00,2021-07-08 03:00,33726.1,33051.578,TP,13,1.86,0.93,4,263,3,0
ETHUSDT,-1,2021-07-10 14:30,2021-07-10 16:15,2106.7,2148.834,SL,8,-2.14,-1.07,4,229,0,3
LTCUSDT,-1,2021-07-10 20:00,2021-07-10 23:00,131.56,134.1912,SL,13,-2.14,-1.07,2,504,0,1
ADAUSDT,-1,2021-07-10 21:00,2021-07-11 21:30,1.3289,1.355478,SL,99,-2.14,-1.07,4,255,0,3
BTCUSDT,1,2021-07-11 19:15,2021-07-11 21:30,33899.11,34577.0922,TP,10,1.86,0.93,4,107,0,3
DOTUSDT,-1,2021-07-12 11:15,2021-07-12 16:15,15.153,14.84994,TP,21,1.86,0.93,1,371,0,0
ETHUSDT,-1,2021-07-12 11:30,2021-07-12 16:00,2108.72,2066.5456,TP,19,1.86,0.93,1,409,0,0
DOGEUSDT,-1,2021-07-12 11:30,2021-07-12 15:45,0.21292,0.208662,TP,18,1.86,0.93,1,1133,0,0
TRXUSDT,-1,2021-07-12 11:45,2021-07-12 17:15,0.06132,0.060094,TP,23,1.86,0.93,1,664,0,0
ADAUSDT,-1,2021-07-12 12:45,2021-07-12 16:30,1.3355,1.30879,TP,16,1.86,0.93,1,414,0,0
AVAXUSDT,-1,2021-07-12 16:45,2021-07-12 18:45,12.003,11.76294,TP,9,1.86,0.93,1,433,0,0
BTCUSDT,-1,2021-07-15 11:15,2021-07-15 17:00,31821.29,31184.8642,TP,24,1.86,0.93,1,258,0,0
ETHUSDT,-1,2021-07-15 12:00,2021-07-15 21:15,1897.93,1935.8886,SL,38,-2.14,-1.07,3,699,0,2
AVAXUSDT,-1,2021-07-18 12:15,2021-07-18 14:30,10.946,10.72708,TP,10,1.86,0.93,1,991,0,0
XRPUSDT,-1,2021-07-18 15:30,2021-07-19 10:45,0.5819,0.570262,TP,78,1.86,0.93,4,462,0,3
TRXUSDT,-1,2021-07-18 17:45,2021-07-19 12:15,0.05603,0.054909,TP,75,1.86,0.93,2,1264,0,1
SOLUSDT,-1,2021-07-18 23:30,2021-07-19 00:45,26.743,26.20814,TP,6,1.86,0.93,3,258,0,2
LTCUSDT,1,2021-07-23 22:30,2021-07-23 23:30,122.28,124.7256,TP,5,1.86,0.93,1,227,0,0
ETHUSDT,1,2021-07-23 22:45,2021-07-23 23:45,2088.47,2130.2394,TP,5,1.86,0.93,1,247,0,0
XRPUSDT,1,2021-07-23 23:00,2021-07-24 07:00,0.6016,0.613632,TP,33,1.86,0.93,1,221,0,0
LINKUSDT,1,2021-07-23 23:00,2021-07-23 23:45,16.238,16.56276,TP,4,1.86,0.93,1,228,0,0
BNBUSDT,1,2021-07-23 23:15,2021-07-24 04:00,295.63,301.5426,TP,20,1.86,0.93,1,236,0,0
DOTUSDT,1,2021-07-23 23:15,2021-07-24 06:30,13.249,13.51398,TP,30,1.86,0.93,1,242,0,0
SOLUSDT,1,2021-07-23 23:30,2021-07-24 00:30,28.281,28.84662,TP,5,1.86,0.93,1,249,0,0
ADAUSDT,1,2021-07-23 23:30,2021-07-24 07:00,1.1999,1.223898,TP,31,1.86,0.93,1,247,0,0
AVAXUSDT,1,2021-07-23 23:30,2021-07-24 03:45,11.046,11.26692,TP,18,1.86,0.93,1,238,0,0
TRXUSDT,1,2021-07-23 23:30,2021-07-24 16:15,0.05588,0.056998,TP,68,1.86,0.93,1,252,0,0
FILUSDT,1,2021-07-23 23:30,2021-07-24 14:30,47.148,48.09096,TP,61,1.86,0.93,1,232,0,0
NEARUSDT,1,2021-07-23 23:45,2021-07-24 00:45,1.9374,1.976148,TP,5,1.86,0.93,1,215,0,0
ETHUSDT,1,2021-07-26 00:15,2021-07-26 01:00,2226.22,2270.7444,TP,4,1.86,0.93,1,445,0,0
BNBUSDT,1,2021-07-26 00:30,2021-07-26 01:00,306.5,312.63,TP,3,1.86,0.93,1,433,0,0
LINKUSDT,1,2021-07-26 00:30,2021-07-26 00:45,17.312,17.65824,TP,2,1.86,0.93,1,426,0,0
AVAXUSDT,1,2021-07-26 00:30,2021-07-26 01:00,11.415,11.6433,TP,3,1.86,0.93,1,434,0,0
FILUSDT,1,2021-07-26 00:30,2021-07-26 01:00,49.734,50.72868,TP,3,1.86,0.93,1,428,0,0
SOLUSDT,1,2021-07-26 00:45,2021-07-26 01:30,29.3,29.886,TP,4,1.86,0.93,1,446,0,0
XRPUSDT,1,2021-07-26 00:45,2021-07-26 01:00,0.6193,0.631686,TP,2,1.86,0.93,1,420,0,0
ADAUSDT,1,2021-07-26 00:45,2021-07-26 01:00,1.2648,1.290096,TP,2,1.86,0.93,1,444,0,0
DOTUSDT,1,2021-07-26 00:45,2021-07-26 01:00,14.132,14.41464,TP,2,1.86,0.93,1,440,0,0
NEARUSDT,1,2021-07-26 01:00,2021-07-26 01:30,2.215,2.2593,TP,3,1.86,0.93,1,412,0,0
AVAXUSDT,1,2021-07-27 14:00,2021-07-27 14:30,11.785,12.0207,TP,3,1.86,0.93,3,584,0,2
LINKUSDT,1,2021-07-30 01:00,2021-07-30 02:00,19.645,20.0379,TP,5,1.86,0.93,2,812,1,0
DOGEUSDT,-1,2021-07-30 09:15,2021-07-30 10:30,0.1963,0.200226,SL,6,-2.14,-1.07,1,289,0,0
LINKUSDT,1,2021-07-30 16:15,2021-07-30 17:15,20.878,21.29556,TP,5,1.86,0.93,1,873,0,0
DOTUSDT,1,2021-07-30 20:00,2021-07-30 21:30,15.367,15.67434,TP,7,1.86,0.93,1,901,0,0
LTCUSDT,1,2021-07-30 20:00,2021-07-30 22:30,141.7,144.534,TP,11,1.86,0.93,1,889,0,0
BTCUSDT,1,2021-07-30 20:15,2021-07-30 20:45,40223.32,41027.7864,TP,3,1.86,0.93,1,906,0,0
ETHUSDT,1,2021-07-30 21:00,2021-07-31 02:15,2431.44,2480.0688,TP,22,1.86,0.93,1,912,0,0
TRXUSDT,1,2021-07-30 21:00,2021-07-31 00:15,0.06255,0.063801,TP,14,1.86,0.93,1,135,0,0
FILUSDT,1,2021-07-30 21:30,2021-07-31 00:00,50.435,51.4437,TP,11,1.86,0.93,1,896,0,0
XRPUSDT,1,2021-08-02 08:15,2021-08-02 20:30,0.7484,0.733432,SL,50,-2.14,-1.07,4,1122,0,3
LINKUSDT,1,2021-08-02 15:00,2021-08-02 17:45,23.161,23.62422,TP,12,1.86,0.93,1,1156,0,0
ETHUSDT,1,2021-08-02 17:00,2021-08-03 01:30,2626.77,2574.2346,SL,35,-2.14,-1.07,4,1184,0,3
TRXUSDT,1,2021-08-04 11:30,2021-08-04 13:15,0.06529,0.066596,TP,8,1.86,0.93,1,577,0,0
ETHUSDT,1,2021-08-05 15:45,2021-08-05 17:30,2755.53,2810.6406,TP,8,1.86,0.93,1,96,0,0
AVAXUSDT,1,2021-08-05 19:45,2021-08-05 23:15,13.653,13.92606,TP,15,1.86,0.93,3,93,0,2
SOLUSDT,1,2021-08-06 13:00,2021-08-06 13:45,37.416,38.16432,TP,4,1.86,0.93,1,748,0,0
DOTUSDT,1,2021-08-06 13:00,2021-08-06 13:45,20.095,19.6931,SL,4,-2.14,-1.07,1,179,0,0
LINKUSDT,1,2021-08-06 18:45,2021-08-06 21:45,24.114,23.63172,SL,13,-2.14,-1.07,3,1555,0,2
LTCUSDT,1,2021-08-09 10:15,2021-08-09 13:00,153.1,156.162,TP,12,1.86,0.93,1,443,0,0
AVAXUSDT,1,2021-08-09 11:00,2021-08-09 12:15,15.711,16.02522,TP,6,1.86,0.93,1,442,0,0
ADAUSDT,1,2021-08-13 01:00,2021-08-13 02:45,1.8766,1.914132,TP,8,1.86,0.93,1,874,0,0
SOLUSDT,1,2021-08-13 02:30,2021-08-13 06:45,42.472,43.32144,TP,18,1.86,0.93,1,1378,0,0
DOTUSDT,1,2021-08-13 04:30,2021-08-13 20:00,21.789,22.22478,TP,63,1.86,0.93,1,272,0,0
LINKUSDT,1,2021-08-13 06:30,2021-08-13 08:00,26.013,26.53326,TP,7,1.86,0.93,1,332,0,0
XRPUSDT,1,2021-08-13 07:00,2021-08-13 09:00,1.0318,1.052436,TP,9,1.86,0.93,1,630,0,0
TRXUSDT,1,2021-08-13 07:15,2021-08-13 15:00,0.08796,0.086201,SL,32,-2.14,-1.07,1,216,0,0
DOGEUSDT,1,2021-08-13 09:45,2021-08-13 10:45,0.27488,0.280378,TP,5,1.86,0.93,2,633,0,1
ETHUSDT,1,2021-08-15 21:45,2021-08-15 23:00,3260.53,3325.7406,TP,6,1.86,0.93,1,233,0,0
BNBUSDT,1,2021-08-15 22:00,2021-08-16 00:15,411.03,419.2506,TP,10,1.86,0.93,1,1068,0,0
LINKUSDT,1,2021-08-15 22:15,2021-08-16 00:00,27.56,28.1112,TP,8,1.86,0.93,1,587,0,0
AVAXUSDT,1,2021-08-15 22:30,2021-08-15 23:00,18.208,18.57216,TP,3,1.86,0.93,1,1064,0,0
ADAUSDT,1,2021-08-15 23:30,2021-08-16 03:45,2.1646,2.121308,SL,18,-2.14,-1.07,3,1156,0,2
ETHUSDT,-1,2021-08-17 20:00,2021-08-17 20:30,3082.12,3020.4776,TP,3,1.86,0.93,1,44,0,0
SOLUSDT,1,2021-08-18 11:30,2021-08-18 12:00,75.337,76.84374,TP,3,1.86,0.93,1,1894,0,0
DOTUSDT,1,2021-08-19 14:45,2021-08-19 15:30,25.232,25.73664,TP,4,1.86,0.93,1,889,0,0
SOLUSDT,1,2021-08-20 17:00,2021-08-20 19:45,76.545,78.0759,TP,12,1.86,0.93,1,2108,0,0
ADAUSDT,1,2021-08-22 05:45,2021-08-22 06:30,2.5208,2.571216,TP,4,1.86,0.93,1,238,0,0
BTCUSDT,1,2021-08-23 01:30,2021-08-23 20:00,49882.38,49267,TIMEOUT,75,-1.374,-0.687,1,304,0,0
LTCUSDT,1,2021-08-23 01:45,2021-08-23 09:15,187.6,191.352,TP,31,1.86,0.93,1,239,0,0
BNBUSDT,1,2021-08-23 03:00,2021-08-23 04:00,457.96,467.1192,TP,5,1.86,0.93,1,317,0,0
BNBUSDT,1,2021-08-25 15:00,2021-08-26 00:30,502.41,512.4582,TP,39,1.86,0.93,1,557,0,0
BTCUSDT,-1,2021-08-26 05:00,2021-08-26 05:45,47854,46896.92,TP,4,1.86,0.93,1,139,0,0
ETHUSDT,-1,2021-08-26 05:30,2021-08-26 12:00,3121.49,3059.0602,TP,27,1.86,0.93,1,142,0,0
TRXUSDT,-1,2021-08-26 05:45,2021-08-26 12:00,0.08446,0.082771,TP,26,1.86,0.93,1,144,0,0
BNBUSDT,1,2021-08-27 22:00,2021-08-29 03:30,490.59,480.7782,SL,119,-2.14,-1.07,3,777,0,2
LINKUSDT,-1,2021-08-29 18:15,2021-08-29 22:15,25.439,25.94778,SL,17,-2.14,-1.07,4,488,0,3
ETHUSDT,1,2021-08-30 16:45,2021-08-30 19:00,3271.58,3337.0116,TP,10,1.86,0.93,1,279,0,0
TRXUSDT,1,2021-08-30 21:00,2021-08-30 23:15,0.08837,0.086603,SL,10,-2.14,-1.07,3,248,0,2
LINKUSDT,-1,2021-08-31 04:00,2021-08-31 07:30,25.372,25.87944,SL,15,-2.14,-1.07,2,623,0,1
SOLUSDT,1,2021-09-02 15:45,2021-09-02 16:45,121.952,124.39104,TP,5,1.86,0.93,1,651,0,0
FILUSDT,1,2021-09-03 16:15,2021-09-04 00:30,78.159,79.72218,TP,34,1.86,0.93,3,291,0,2
AVAXUSDT,1,2021-09-04 10:45,2021-09-04 14:00,47.541,46.59018,SL,14,-2.14,-1.07,2,143,0,1
ETHUSDT,1,2021-09-05 14:45,2021-09-07 08:00,3924.96,3857.7,TIMEOUT,166,-1.854,-0.927,3,847,0,2
LINKUSDT,1,2021-09-05 15:30,2021-09-05 16:00,31.138,31.76076,TP,3,1.86,0.93,1,493,0,0
SOLUSDT,1,2021-09-06 00:45,2021-09-06 06:45,141.004,143.82408,TP,25,1.86,0.93,4,975,0,3
TRXUSDT,-1,2021-09-10 08:45,2021-09-10 14:00,0.09041,0.088602,TP,22,1.86,0.93,1,284,0,0
ADAUSDT,-1,2021-09-10 12:45,2021-09-10 14:00,2.4589,2.409722,TP,6,1.86,0.93,4,548,0,3
FILUSDT,-1,2021-09-10 12:45,2021-09-10 13:15,85.889,84.17122,TP,3,1.86,0.93,1,285,0,0
BNBUSDT,-1,2021-09-13 02:45,2021-09-13 07:15,402.31,394.2638,TP,19,1.86,0.93,1,546,0,0
XRPUSDT,-1,2021-09-13 04:00,2021-09-13 07:15,1.0676,1.046248,TP,14,1.86,0.93,1,535,0,0
DOGEUSDT,-1,2021-09-13 04:30,2021-09-13 07:15,0.2401,0.235298,TP,12,1.86,0.93,1,556,0,0
TRXUSDT,1,2021-09-14 05:15,2021-09-14 06:15,0.10937,0.111557,TP,5,1.86,0.93,1,268,0,0
TRXUSDT,1,2021-09-17 04:15,2021-09-17 06:30,0.11921,0.116826,SL,10,-2.14,-1.07,4,552,0,3
BTCUSDT,1,2021-09-18 04:45,2021-09-19 03:00,48322.61,47970.99,TIMEOUT,90,-0.868,-0.434,1,343,0,0
XRPUSDT,-1,2021-09-19 04:45,2021-09-19 22:30,1.0732,1.051736,TP,72,1.86,0.93,2,157,0,1
BNBUSDT,-1,2021-09-20 00:45,2021-09-20 02:30,403.79,395.7142,TP,8,1.86,0.93,1,210,0,0
FILUSDT,-1,2021-09-24 09:00,2021-09-24 09:15,68.06,66.6988,TP,2,1.86,0.93,1,417,0,0
LTCUSDT,-1,2021-09-24 09:30,2021-09-24 09:45,151.24,148.2152,TP,2,1.86,0.93,1,513,0,0
FILUSDT,-1,2021-09-28 08:15,2021-09-28 14:15,57.435,56.2863,TP,25,1.86,0.93,4,798,0,3
NEARUSDT,-1,2021-09-29 16:30,2021-09-29 22:30,6.5182,6.648564,SL,25,-2.14,-1.07,1,399,0,0
SOLUSDT,1,2021-09-30 01:45,2021-09-30 08:15,138.626,135.85348,SL,27,-2.14,-1.07,1,232,0,0
DOGEUSDT,1,2021-10-04 14:30,2021-10-04 14:45,0.22398,0.2195,SL,2,-2.14,-1.07,4,304,0,3
XRPUSDT,1,2021-10-05 14:15,2021-10-05 23:45,1.065,1.0863,TP,39,1.86,0.93,3,434,0,2
LTCUSDT,1,2021-10-06 13:15,2021-10-07 00:15,180.24,176.6352,SL,45,-2.14,-1.07,1,600,0,0
ETHUSDT,1,2021-10-06 13:30,2021-10-07 01:15,3586.59,3514.8582,SL,48,-2.14,-1.07,1,611,0,0
TRXUSDT,1,2021-10-06 14:15,2021-10-07 01:15,0.0956,0.093688,SL,45,-2.14,-1.07,1,602,0,0
XRPUSDT,1,2021-10-06 14:30,2021-10-06 14:45,1.0795,1.10109,TP,2,1.86,0.93,1,531,0,0
DOGEUSDT,1,2021-10-08 11:30,2021-10-08 13:00,0.24887,0.243893,SL,7,-2.14,-1.07,3,676,0,2
LTCUSDT,1,2021-10-09 17:30,2021-10-10 01:15,180.2,176.596,SL,32,-2.14,-1.07,3,905,0,2
AVAXUSDT,-1,2021-10-15 12:15,2021-10-15 17:45,55.207,56.31114,SL,23,-2.14,-1.07,2,1040,0,1
TRXUSDT,1,2021-10-17 14:30,2021-10-17 20:00,0.10086,0.098843,SL,23,-2.14,-1.07,4,325,0,3
BTCUSDT,1,2021-10-18 01:00,2021-10-18 09:45,62553.66,61302.5868,SL,36,-2.14,-1.07,1,393,0,0
DOGEUSDT,1,2021-10-18 08:00,2021-10-18 08:30,0.24313,0.247993,TP,3,1.86,0.93,3,390,0,2
LINKUSDT,1,2021-10-25 05:30,2021-10-25 08:30,30.602,31.21404,TP,13,1.86,0.93,1,438,0,0
BNBUSDT,1,2021-11-01 02:00,2021-11-01 02:30,525.09,514.5882,SL,3,-2.14,-1.07,4,337,0,3
ETHUSDT,1,2021-11-01 11:45,2021-11-02 09:30,4319.04,4405.4208,TP,88,1.86,0.93,3,342,0,2
BTCUSDT,1,2021-11-02 09:45,2021-11-03 13:45,63155.43,61892.3214,SL,113,-2.14,-1.07,1,362,0,0
BNBUSDT,1,2021-11-05 03:00,2021-11-05 03:45,569.05,580.431,TP,4,1.86,0.93,1,725,0,0
AVAXUSDT,1,2021-11-06 18:00,2021-11-06 21:00,76.257,77.78214,TP,13,1.86,0.93,1,424,0,0
LINKUSDT,1,2021-11-07 06:45,2021-11-08 00:30,32.143,32.78586,TP,72,1.86,0.93,2,162,0,1
LINKUSDT,1,2021-11-10 12:45,2021-11-10 13:00,34.863,35.56026,TP,2,1.86,0.93,2,474,0,1
XRPUSDT,1,2021-11-10 13:15,2021-11-10 17:15,1.3193,1.345686,TP,17,1.86,0.93,1,284,0,0
LINKUSDT,1,2021-11-11 11:00,2021-11-11 13:45,36.223,35.49854,SL,12,-2.14,-1.07,3,563,0,2
SOLUSDT,-1,2021-11-12 00:15,2021-11-12 03:45,235.996,231.27608,TP,15,1.86,0.93,2,176,0,1
AVAXUSDT,1,2021-11-15 02:30,2021-11-15 03:00,99.772,101.76744,TP,3,1.86,0.93,1,137,0,0
LINKUSDT,-1,2021-11-15 16:30,2021-11-15 21:00,33.049,32.38802,TP,19,1.86,0.93,1,299,0,0
XRPUSDT,-1,2021-11-15 17:00,2021-11-15 21:00,1.1894,1.165612,TP,17,1.86,0.93,1,444,0,0
DOGEUSDT,-1,2021-11-15 17:15,2021-11-16 00:00,0.25967,0.254477,TP,28,1.86,0.93,4,463,0,3
XRPUSDT,-1,2021-11-18 15:30,2021-11-18 16:15,1.0654,1.044092,TP,4,1.86,0.93,3,726,0,2
AVAXUSDT,1,2021-11-19 09:45,2021-11-19 11:00,107.535,105.3843,SL,6,-2.14,-1.07,1,172,0,0
XRPUSDT,-1,2021-11-21 11:00,2021-11-21 23:45,1.0769,1.055362,TP,52,1.86,0.93,3,996,0,2
FILUSDT,-1,2021-11-21 13:15,2021-11-21 16:45,53.341,54.40782,SL,15,-2.14,-1.07,3,961,1,1
NEARUSDT,1,2021-11-21 22:30,2021-11-22 00:00,9.7196,9.525208,SL,7,-2.14,-1.07,4,91,0,3
LINKUSDT,-1,2021-11-22 03:30,2021-11-22 05:00,27.531,26.98038,TP,7,1.86,0.93,1,919,0,0
DOTUSDT,-1,2021-11-24 03:00,2021-11-24 13:45,39.472,38.68256,TP,44,1.86,0.93,1,1370,0,0
DOGEUSDT,-1,2021-11-24 09:15,2021-11-24 10:45,0.22181,0.217374,TP,7,1.86,0.93,1,1295,0,0
ETHUSDT,1,2021-11-25 10:30,2021-11-25 13:00,4374.5,4461.99,TP,11,1.86,0.93,1,147,0,0
ADAUSDT,-1,2021-11-26 03:15,2021-11-26 07:30,1.6497,1.616706,TP,18,1.86,0.93,1,387,0,0
DOTUSDT,-1,2021-11-26 04:00,2021-11-26 07:45,38.701,37.92698,TP,16,1.86,0.93,1,1566,0,0
SOLUSDT,-1,2021-11-26 05:00,2021-11-26 07:45,204.382,200.29436,TP,12,1.86,0.93,1,143,0,0
DOGEUSDT,-1,2021-11-26 07:30,2021-11-26 08:15,0.21252,0.20827,TP,4,1.86,0.93,1,1480,0,0
TRXUSDT,-1,2021-11-26 08:00,2021-11-26 08:15,0.09651,0.09458,TP,2,1.86,0.93,1,397,0,0
TRXUSDT,-1,2021-11-28 02:30,2021-11-28 10:45,0.08999,0.09179,SL,34,-2.14,-1.07,1,567,0,0
ETHUSDT,1,2021-12-03 13:45,2021-12-03 15:00,4599.2,4507.216,SL,6,-2.14,-1.07,3,433,1,1
DOGEUSDT,-1,2021-12-03 16:00,2021-12-03 19:30,0.20227,0.198225,TP,15,1.86,0.93,1,145,0,0
LINKUSDT,-1,2021-12-03 17:15,2021-12-03 19:15,24.256,23.77088,TP,9,1.86,0.93,1,130,0,0
XRPUSDT,-1,2021-12-05 16:00,2021-12-05 16:30,0.8052,0.789096,TP,3,1.86,0.93,2,212,0,1
BTCUSDT,-1,2021-12-06 08:45,2021-12-06 09:30,48162.83,47199.5734,TP,4,1.86,0.93,3,252,0,2
ETHUSDT,1,2021-12-08 17:30,2021-12-09 00:00,4385.85,4473.567,TP,27,1.86,0.93,4,166,0,3
BTCUSDT,1,2021-12-08 19:45,2021-12-09 03:45,50416.92,49408.5816,SL,33,-2.14,-1.07,4,159,0,3
DOGEUSDT,-1,2021-12-09 16:30,2021-12-09 17:00,0.17436,0.177847,SL,3,-2.14,-1.07,3,723,0,2
TRXUSDT,1,2021-12-10 13:15,2021-12-10 14:45,0.09149,0.08966,SL,7,-2.14,-1.07,3,303,0,2
FILUSDT,-1,2021-12-12 11:15,2021-12-12 17:00,39.217,40.00134,SL,24,-2.14,-1.07,2,266,0,1
SOLUSDT,-1,2021-12-13 02:15,2021-12-13 06:45,168.328,164.96144,TP,19,1.86,0.93,1,880,0,0
AVAXUSDT,-1,2021-12-13 13:00,2021-12-13 14:15,82.818,81.16164,TP,6,1.86,0.93,1,351,0,0
TRXUSDT,-1,2021-12-15 13:45,2021-12-15 15:30,0.08517,0.083467,TP,8,1.86,0.93,1,194,0,0
ETHUSDT,-1,2021-12-19 20:00,2021-12-20 05:45,3921.23,3842.8054,TP,40,1.86,0.93,4,217,0,3
DOGEUSDT,-1,2021-12-20 00:45,2021-12-20 05:45,0.16997,0.166571,TP,21,1.86,0.93,4,241,0,3
XRPUSDT,1,2021-12-21 00:00,2021-12-21 01:15,0.8719,0.854462,SL,6,-2.14,-1.07,3,458,0,2
BTCUSDT,1,2021-12-23 17:45,2021-12-23 19:30,50030.94,51031.5588,TP,8,1.86,0.93,1,234,0,0
BNBUSDT,1,2021-12-23 17:45,2021-12-24 14:45,542.9,553.758,TP,85,1.86,0.93,1,131,0,0
ETHUSDT,1,2021-12-23 18:15,2021-12-24 23:00,4102.5,4020.45,SL,116,-2.14,-1.07,1,227,0,0
SOLUSDT,1,2021-12-23 18:15,2021-12-24 03:30,191.56,187.7288,SL,38,-2.14,-1.07,1,139,0,0
AVAXUSDT,1,2021-12-23 20:45,2021-12-24 01:00,122.335,119.8883,SL,18,-2.14,-1.07,2,242,0,1
ADAUSDT,1,2021-12-25 22:30,2021-12-26 03:30,1.4418,1.412964,SL,21,-2.14,-1.07,2,361,0,1
DOTUSDT,1,2021-12-26 02:30,2021-12-26 03:30,28.992,28.41216,SL,5,-2.14,-1.07,4,374,0,3
BNBUSDT,1,2021-12-26 20:15,2021-12-27 15:45,547.09,558.0318,TP,79,1.86,0.93,4,429,0,3
AVAXUSDT,-1,2021-12-27 23:30,2021-12-28 00:15,114.112,111.82976,TP,4,1.86,0.93,1,273,0,0
LTCUSDT,-1,2021-12-28 00:30,2021-12-28 03:00,153.09,150.0282,TP,11,1.86,0.93,1,178,0,0
XRPUSDT,-1,2021-12-28 01:00,2021-12-28 02:15,0.9116,0.893368,TP,6,1.86,0.93,1,302,0,0
DOTUSDT,-1,2021-12-31 04:00,2021-12-31 08:30,27.06,27.6012,SL,19,-2.14,-1.07,3,284,0,2
ETHUSDT,1,2022-01-04 11:30,2022-01-05 18:00,3831.09,3754.4682,SL,123,-2.14,-1.07,1,148,0,0
FILUSDT,1,2022-01-04 13:00,2022-01-04 13:15,35.812,36.52824,TP,2,1.86,0.93,1,228,0,0
LTCUSDT,1,2022-01-04 17:00,2022-01-04 18:30,150.33,147.3234,SL,7,-2.14,-1.07,3,188,0,2
SOLUSDT,-1,2022-01-05 17:30,2022-01-05 17:45,166.68,163.3464,TP,2,1.86,0.93,1,184,0,0
LINKUSDT,1,2022-01-07 16:30,2022-01-07 17:15,26.739,27.27378,TP,4,1.86,0.93,1,542,0,0
LINKUSDT,1,2022-01-09 02:45,2022-01-09 04:45,27.038,27.57876,TP,9,1.86,0.93,1,679,0,0
FILUSDT,-1,2022-01-10 10:45,2022-01-10 11:45,29.498,28.90804,TP,5,1.86,0.93,1,433,0,0
XRPUSDT,-1,2022-01-10 11:00,2022-01-10 14:00,0.7429,0.728042,TP,13,1.86,0.93,1,1590,0,0
ETHUSDT,-1,2022-01-10 12:00,2022-01-10 13:00,3086.66,3024.9268,TP,5,1.86,0.93,1,445,0,0
XRPUSDT,1,2022-01-14 07:45,2022-01-14 10:45,0.7809,0.765282,SL,13,-2.14,-1.07,3,214,0,2
SOLUSDT,1,2022-01-15 18:00,2022-01-16 08:00,147.34,150.2868,TP,57,1.86,0.93,2,306,0,1
