symbol,config,state,cycleLen,crossStart,confStart,xuoiEarly,winBase,pnlBase,pnlConf,pnlStrict,pnlEntryConf,holdConf
IMXUSDT,10,10,-1,71,NGUOC,false,false,0,-8.785,-3.959,-10.335,,4
IMXUSDT,10,10,1,185,XUOI,false,true,0,-0.912,-2.642,1.378,-0.912,72
IMXUSDT,10,10,-1,270,XUOI,false,true,0,-3.231,-7.399,-7.399,-3.231,33
IMXUSDT,10,10,1,180,NGUOC,false,false,0,-1.466,-0.901,-3.948,,5
IMXUSDT,10,10,-1,16,NONE,false,false,0,-5.819,-1.253,-1.253,,2
IMXUSDT,10,10,1,345,XUOI,false,true,1,5.123,11.704,7.029,5.123,280
IMXUSDT,10,10,-1,99,XUOI,false,true,0,-0.771,2.109,2.109,-0.771,92
IMXUSDT,10,10,1,125,XUOI,false,true,0,-2.509,-2.509,-2.509,-2.509,125
IMXUSDT,10,10,-1,37,NGUOC,false,false,0,-5.512,0.44,-5.393,,3
IMXUSDT,10,10,1,124,XUOI,false,true,0,-4.904,-4.904,-4.904,-4.904,124
IMXUSDT,10,10,-1,48,NGUOC,false,false,0,-3.892,0.644,-3.937,,2
IMXUSDT,10,10,1,48,XUOI,false,true,0,-7.072,-7.072,-7.072,-7.072,48
IMXUSDT,10,10,-1,239,NGUOC,false,false,1,7.746,-1.575,7.801,,6
IMXUSDT,10,10,1,40,XUOI,false,true,0,-5.399,-4.423,-4.423,-5.399,35
IMXUSDT,10,10,-1,50,XUOI,false,true,0,-9.784,-4.281,-4.604,-9.784,45
IMXUSDT,10,10,1,136,XUOI,false,true,0,-6.904,-7.169,-6.904,-6.904,6
IMXUSDT,10,10,-1,37,NONE,false,false,0,-4.207,-1.487,-4.524,,4
IMXUSDT,10,10,1,12,XUOI,false,true,0,-5.719,-2.045,-4.322,-5.719,7
IMXUSDT,10,10,-1,219,XUOI,false,true,1,9.471,10.246,9.471,9.471,216
IMXUSDT,10,10,1,26,XUOI,false,true,0,-5.986,-2.793,-3.272,-5.986,10
IMXUSDT,10,10,-1,33,XUOI,false,true,0,-5.408,-5.019,-5.019,-5.408,7
IMXUSDT,10,10,1,77,XUOI,false,true,0,-3.093,-1.843,-2.238,-3.093,69
IMXUSDT,10,10,-1,182,XUOI,false,true,0,-2.341,0.3,0.3,-2.341,173
IMXUSDT,10,10,1,133,XUOI,false,true,0,-2.708,-0.012,-2.065,-2.708,77
IMXUSDT,10,10,-1,80,XUOI,false,true,1,0.747,6.888,5.415,0.747,47
IMXUSDT,10,10,1,188,XUOI,false,true,1,10.699,10.699,10.699,10.699,188
IMXUSDT,10,10,-1,26,NGUOC,false,false,0,-5.515,-1.415,-3.071,,18
IMXUSDT,10,10,1,75,XUOI,false,true,0,-4.55,-4.55,-4.55,-4.55,75
IMXUSDT,10,10,-1,187,NGUOC,false,false,1,4.093,2.445,4.093,,7
IMXUSDT,10,10,1,69,NONE,false,false,0,-4.072,-1.085,-2.584,,3
IMXUSDT,10,10,-1,114,XUOI,false,true,1,3.725,3.552,3.552,3.725,110
IMXUSDT,10,10,1,89,XUOI,false,true,0,-1.361,3.005,1.948,-1.361,50
IMXUSDT,10,10,-1,176,XUOI,false,true,0,-3.956,-3.956,-3.956,-3.956,176
IMXUSDT,10,10,1,75,NGUOC,false,false,0,-4.865,-1.211,-4.491,,2
IMXUSDT,10,10,-1,215,XUOI,false,true,1,12.141,11.816,11.816,12.141,207
IMXUSDT,10,10,1,127,XUOI,false,true,0,-2.413,-2.413,-2.413,-2.413,127
IMXUSDT,10,10,-1,69,NGUOC,false,false,0,-8.331,-3.152,-9.536,,5
IMXUSDT,10,10,1,208,XUOI,false,true,1,3.641,3.641,3.641,3.641,208
IMXUSDT,10,10,-1,722,NGUOC,false,false,1,43.148,0.709,43.148,,23
IMXUSDT,10,10,1,105,NGUOC,false,false,0,-7.962,-2.568,2.089,,14
IMXUSDT,10,10,-1,119,XUOI,false,true,0,-5.627,-5.627,-5.627,-5.627,119
IMXUSDT,10,10,1,103,NGUOC,false,false,0,-2.67,-1.947,-0.949,,9
IMXUSDT,10,10,-1,82,XUOI,false,true,0,-7.189,-0.64,-3.269,-7.189,17
IMXUSDT,10,10,1,111,NGUOC,true,false,0,-8.03,-0.265,-4.153,,2
IMXUSDT,10,10,-1,104,XUOI,false,true,0,-5.524,-4.868,-4.868,-5.524,102
IMXUSDT,10,10,1,98,XUOI,false,true,0,-6.443,-3.7,-6.443,-6.443,94
IMXUSDT,10,10,-1,99,XUOI,false,true,0,-9.731,-6.912,-7.912,-9.731,28
IMXUSDT,10,10,1,276,XUOI,false,true,1,3.637,7.241,5.594,3.637,74
IMXUSDT,10,10,-1,294,XUOI,false,true,1,1.773,-7.18,4.104,1.773,11
IMXUSDT,10,10,1,441,XUOI,false,true,1,18.891,-9.462,19.789,18.891,13
IMXUSDT,10,10,-1,306,XUOI,false,true,1,8.964,-0.828,8.964,8.964,27
IMXUSDT,10,10,1,250,XUOI,false,true,0,-0.85,6.796,7.269,-0.85,194
IMXUSDT,10,10,-1,299,XUOI,false,true,0,-4.068,-1.681,-2.738,-4.068,128
IMXUSDT,10,10,1,41,XUOI,false,true,0,-7.056,-2.214,-3.915,-7.056,14
IMXUSDT,10,10,-1,508,XUOI,false,true,1,14.87,-1.138,19.938,14.87,45
IMXUSDT,10,10,1,55,XUOI,false,true,0,-10.029,-7.408,-8.975,-10.029,51
IMXUSDT,10,10,-1,108,XUOI,false,true,0,-11.418,-6.03,-6.747,-11.418,8
IMXUSDT,10,10,1,72,XUOI,false,true,0,-13.132,-5.691,-5.691,-13.132,49
IMXUSDT,10,10,-1,108,XUOI,false,true,0,-9.787,-9.787,-9.787,-9.787,108
IMXUSDT,10,10,1,261,XUOI,false,true,1,2.922,-3.724,3.497,2.922,8
IMXUSDT,10,10,-1,129,XUOI,false,true,0,-6.659,-4.39,-6.633,-6.659,43
IMXUSDT,10,10,1,201,XUOI,false,true,1,3.629,3.629,3.629,3.629,201
IMXUSDT,10,10,-1,65,NGUOC,false,false,0,-4.288,-1.256,-3.379,,13
IMXUSDT,10,10,1,64,XUOI,false,true,0,-7.282,-7.282,-7.282,-7.282,64
IMXUSDT,10,10,-1,131,XUOI,false,true,0,-4.943,-1.931,-3.485,-4.943,17
IMXUSDT,10,10,1,345,XUOI,false,true,1,5.062,-0.918,-1.39,5.062,43
IMXUSDT,10,10,-1,209,XUOI,false,true,1,0.129,1.978,1.978,0.129,151
IMXUSDT,10,10,1,415,XUOI,false,true,1,5.735,-4.037,8.001,5.735,10
IMXUSDT,10,10,-1,538,XUOI,false,true,1,9.068,12.71,12.391,9.068,459
IMXUSDT,10,10,1,236,XUOI,false,true,1,1.402,1.402,1.402,1.402,236
IMXUSDT,10,10,-1,22,NGUOC,false,false,0,-4.921,-1.426,-1.426,,3
IMXUSDT,10,10,1,395,XUOI,false,true,1,9.212,13.151,12.376,9.212,353
IMXUSDT,10,10,-1,142,XUOI,false,true,1,2.294,2.294,2.294,2.294,142
IMXUSDT,10,10,1,37,NGUOC,false,false,0,-3.694,-1.261,-3.694,,4
IMXUSDT,10,10,-1,491,XUOI,false,true,1,10.466,2.636,2.625,10.466,186
IMXUSDT,10,10,1,399,NGUOC,false,false,1,28.94,2.709,28.94,,22
IMXUSDT,10,10,-1,171,NGUOC,false,false,1,1.55,-2.529,-3.465,,11
IMXUSDT,10,10,1,215,NGUOC,false,false,1,5.295,-2.061,-2.793,,7
IMXUSDT,10,10,-1,95,XUOI,false,true,0,-4.885,-3.323,-5.126,-4.633,14
IMXUSDT,10,10,1,97,XUOI,false,true,0,-2.922,-2.208,-2.208,-2.922,73
IMXUSDT,10,10,-1,91,XUOI,false,true,0,-1.47,-1.47,-1.47,-1.47,91
IMXUSDT,10,10,1,146,NGUOC,false,false,1,0.211,-1.138,-1.138,,3
IMXUSDT,10,10,-1,107,XUOI,false,true,0,-1.355,-1.355,-1.355,-1.355,107
IMXUSDT,10,10,1,186,XUOI,false,true,0,-3.879,-4.095,-4.095,-3.879,136
IMXUSDT,10,10,-1,57,XUOI,false,true,0,-4.318,-2.705,-2.705,-4.318,17
IMXUSDT,10,10,1,143,XUOI,false,true,0,-3.916,-1.076,-2.06,-3.916,133
IMXUSDT,10,10,-1,258,XUOI,false,true,1,5.158,7.19,7.496,5.158,212
IMXUSDT,10,10,1,19,XUOI,false,true,0,-3.725,-3.791,-3.791,-3.725,7
IMXUSDT,10,10,-1,383,XUOI,false,true,1,13.254,11.748,11.404,13.254,216
IMXUSDT,10,10,1,83,NONE,false,true,0,-3.91,-0.453,-1.226,-5.608,10
IMXUSDT,10,10,-1,116,XUOI,false,true,0,-3.71,-3.71,-3.71,-3.71,116
IMXUSDT,10,10,1,260,NGUOC,false,false,0,-1.865,-0.547,-1.384,,17
IMXUSDT,10,10,-1,247,XUOI,false,true,1,4.162,-0.816,-0.816,4.162,30
IMXUSDT,10,10,1,21,XUOI,false,true,0,-4.913,-1.58,-1.58,-4.913,12
IMXUSDT,10,10,-1,25,XUOI,false,true,0,-9.015,-3.44,-4.505,-9.015,15
IMXUSDT,10,10,1,132,XUOI,false,true,0,-0.926,-0.926,-0.926,-0.926,132
IMXUSDT,10,10,-1,46,NGUOC,false,false,0,-3.728,-1.305,-1.305,,15
IMXUSDT,10,10,1,88,XUOI,false,true,0,-3.843,-3.843,-3.843,-3.843,88
IMXUSDT,10,10,-1,152,NGUOC,false,false,0,-1.261,-1.744,-1.744,,4
IMXUSDT,10,10,1,274,XUOI,false,true,0,-2.246,-2.747,-2.199,-2.246,69
IMXUSDT,10,10,-1,52,XUOI,false,true,0,-4.064,-1.413,-4.051,-4.064,14
IMXUSDT,10,10,1,68,XUOI,false,true,0,-7.016,-1.56,-1.56,-7.016,54
IMXUSDT,10,10,-1,81,XUOI,false,true,0,-2.047,-1.554,-1.554,-2.047,76
IMXUSDT,10,10,1,526,XUOI,false,true,1,5.785,6.644,6.718,5.785,357
IMXUSDT,10,10,-1,468,XUOI,false,true,1,4.342,-4.755,-4.755,4.342,27
IMXUSDT,10,10,1,94,NGUOC,false,false,0,-3.893,-0.063,-0.67,,8
IMXUSDT,10,10,-1,68,XUOI,false,true,1,0.289,0.289,0.289,0.289,68
IMXUSDT,10,10,1,163,NGUOC,false,false,0,-2.682,-1.573,-0.869,,12
IMXUSDT,10,10,-1,106,XUOI,false,true,0,-3.822,-1.76,-2.135,-3.822,18
IMXUSDT,10,10,1,97,XUOI,false,true,0,-0.448,-0.448,-0.448,-0.448,97
IMXUSDT,10,10,-1,349,NGUOC,false,true,1,0.901,0.823,-1.283,-1.162,3
IMXUSDT,10,10,1,65,NONE,false,true,0,-4.479,-0.735,-0.903,-5.582,26
IMXUSDT,10,10,-1,113,XUOI,false,true,0,-1.13,1.147,1.147,-1.13,66
IMXUSDT,10,10,1,339,XUOI,false,true,0,-0.047,-1.276,-1.771,-0.047,38
IMXUSDT,10,10,-1,38,XUOI,false,true,0,-3.084,-1.706,-2.616,-3.084,14
IMXUSDT,10,10,1,19,XUOI,false,true,0,-2.719,-3.423,-3.423,-2.719,12
IMXUSDT,10,10,-1,52,XUOI,false,true,0,-2.035,-1.287,-1.327,-2.035,5
IMXUSDT,10,10,1,190,XUOI,false,true,1,1.016,1.016,1.016,1.016,190
IMXUSDT,10,10,-1,375,NGUOC,false,false,1,4.767,-0.821,-2.147,,6
IMXUSDT,10,10,1,82,NGUOC,false,false,0,-2.003,-0.505,-0.977,,11
IMXUSDT,10,10,-1,332,XUOI,false,true,1,9.536,9.536,9.536,9.536,332
IMXUSDT,10,10,1,67,NGUOC,false,false,0,-1.656,-0.765,-1.656,,16
IMXUSDT,10,10,-1,210,XUOI,false,true,1,2.82,2.913,2.82,2.82,208
IMXUSDT,10,10,1,166,XUOI,false,true,0,-0.783,-1.101,-0.895,-0.783,9
IMXUSDT,10,10,-1,532,XUOI,false,true,1,9.322,-1.968,-1.968,9.322,7
IMXUSDT,10,10,1,69,XUOI,false,true,0,-2.866,-1.448,-1.448,-2.866,63
IMXUSDT,10,10,-1,98,XUOI,false,true,0,-0.082,-0.082,-0.082,-0.082,98
IMXUSDT,10,10,1,234,NGUOC,false,true,1,4.144,4.144,4.144,2.287,234
IMXUSDT,10,10,-1,53,NGUOC,false,false,0,-7.628,-1.56,-0.222,,13
IMXUSDT,10,10,1,131,XUOI,false,true,0,-3.534,-2.695,-3.534,-3.534,122
IMXUSDT,10,10,-1,395,XUOI,false,true,1,4.225,-1.852,-1.852,4.225,26
IMXUSDT,10,10,1,298,XUOI,false,true,1,10.599,0.421,-0.755,10.599,33
IMXUSDT,10,10,-1,383,XUOI,false,true,1,26.241,8.949,6.999,26.241,177
IMXUSDT,10,10,1,90,XUOI,false,true,0,-5.848,-5.848,-5.848,-5.848,90
IMXUSDT,10,10,-1,340,NGUOC,false,false,1,8.627,-1.587,11.471,,6
IMXUSDT,10,10,1,158,XUOI,false,true,0,-2.579,-2.579,-2.579,-2.579,158
IMXUSDT,10,10,-1,177,NGUOC,false,false,1,0.237,1.657,1.031,,38
IMXUSDT,10,10,1,51,XUOI,false,true,0,-3.351,-0.702,-1.376,-3.351,6
IMXUSDT,10,10,-1,85,XUOI,false,true,0,-1.467,-1.417,-1.417,-1.467,70
IMXUSDT,10,10,1,84,XUOI,false,true,0,-2.054,-2.054,-2.054,-2.054,84
IMXUSDT,10,10,-1,95,NGUOC,false,false,1,1.155,-1.699,1.155,,8
IMXUSDT,10,10,1,76,NGUOC,false,false,0,-2.171,-1.173,-0.699,,2
IMXUSDT,10,10,-1,29,XUOI,false,true,0,-7.114,-7.114,-7.114,-7.114,29
IMXUSDT,10,10,1,193,NONE,false,true,1,6.34,8.333,7.045,4.46,154
IMXUSDT,10,10,-1,141,XUOI,false,true,1,0.545,0.545,0.545,0.545,141
IMXUSDT,10,10,1,86,NGUOC,false,false,0,-2.016,0.477,0.847,,19
IMXUSDT,10,10,-1,63,XUOI,false,true,0,-3.682,-3.682,-3.682,-3.682,63
IMXUSDT,10,10,1,46,NONE,false,true,0,-4.913,-0.872,-0.872,-6.506,35
IMXUSDT,10,10,-1,111,XUOI,false,true,0,-4.014,-3.197,-4.014,-4.014,105
IMXUSDT,10,10,1,607,XUOI,false,true,1,13.863,9.554,8.886,13.863,378
IMXUSDT,10,10,-1,324,NGUOC,false,false,1,9.613,-0.646,0.284,,4
IMXUSDT,10,10,1,76,XUOI,false,true,0,-1.423,-2.074,-2.074,-1.423,60
IMXUSDT,10,10,-1,196,XUOI,false,true,0,-0.532,-0.668,-0.668,-0.532,74
IMXUSDT,10,10,1,16,XUOI,false,true,0,-3.093,-1.766,-1.766,-3.093,7
IMXUSDT,10,10,-1,156,XUOI,false,true,0,-1.655,2.221,2.221,-1.655,88
IMXUSDT,10,10,1,272,XUOI,false,true,1,1.589,4.032,1.863,1.589,188
IMXUSDT,10,10,-1,167,XUOI,false,true,1,5.509,-3.614,5.509,5.509,8
IMXUSDT,10,10,1,104,NGUOC,false,false,0,-1.912,-0.052,-0.982,,12
IMXUSDT,10,10,-1,18,XUOI,false,true,0,-3.981,-2.224,-3.2,-3.981,13
IMXUSDT,10,10,1,233,XUOI,false,true,1,3.533,0.041,3.533,3.533,52
IMXUSDT,10,10,-1,119,NONE,false,false,1,0.828,-0.779,0.828,,19
IMXUSDT,10,10,1,76,NGUOC,false,false,0,-1.518,-0.786,-0.786,,52
IMXUSDT,10,10,-1,246,XUOI,false,true,1,1.448,0.108,0.663,1.448,15
IMXUSDT,10,10,1,70,XUOI,false,true,0,-1.575,-0.639,-1.247,-1.575,29
IMXUSDT,10,10,-1,244,XUOI,false,true,1,6.03,7.313,7.099,6.03,222
IMXUSDT,10,10,1,15,XUOI,false,true,0,-3.465,-1.972,-2.554,-3.465,13
IMXUSDT,10,10,-1,162,XUOI,false,true,0,-0.882,-1.169,-0.882,-0.882,9
IMXUSDT,10,10,1,46,XUOI,false,true,0,-1.96,-0.281,-1.96,-1.96,31
IMXUSDT,10,10,-1,81,XUOI,false,true,0,-1.574,-1.574,-1.574,-1.574,81
IMXUSDT,10,10,1,169,NGUOC,false,false,1,1.484,-0.464,-0.464,,8
IMXUSDT,10,10,-1,42,NGUOC,false,false,0,-2.888,-0.049,-1.276,,20
IMXUSDT,10,10,1,205,XUOI,false,true,1,0.943,1.888,0.943,0.943,180
IMXUSDT,10,10,-1,49,XUOI,false,true,0,-2.216,-0.026,-0.026,-2.216,10
IMXUSDT,10,10,1,467,XUOI,false,true,1,14.399,0.862,1.271,14.399,73
IMXUSDT,10,10,-1,43,NGUOC,false,false,0,-5.606,-0.164,-4.484,,7
IMXUSDT,10,10,1,611,XUOI,false,true,1,18.978,9.043,7.994,18.978,249
IMXUSDT,10,10,-1,166,NGUOC,false,false,1,1.512,-1.275,-2.551,,14
IMXUSDT,10,10,1,194,XUOI,false,true,1,5.96,-2.748,5.96,5.96,21
IMXUSDT,10,10,-1,41,NGUOC,false,false,0,-4.472,-0.933,-4.456,,5
IMXUSDT,10,10,1,209,XUOI,false,true,1,4.441,5.95,4.335,4.441,193
IMXUSDT,10,10,-1,51,XUOI,false,true,0,-0.726,0.075,0.075,-0.726,50
IMXUSDT,10,10,1,113,XUOI,false,true,0,-2.047,-0.143,-1.131,-2.047,43
IMXUSDT,10,10,-1,168,XUOI,false,true,0,-1.1,-3.349,-1.1,-1.1,14
IMXUSDT,10,10,1,30,NGUOC,false,false,0,-3.943,-0.611,-3.943,,2
IMXUSDT,10,10,-1,104,XUOI,false,true,0,-2.332,-2.332,-2.332,-2.332,104
IMXUSDT,10,10,1,121,NGUOC,false,false,0,-4.724,-0.786,-0.861,,9
IMXUSDT,10,10,-1,25,XUOI,false,true,0,-7.771,-7.771,-7.771,-7.771,25
IMXUSDT,10,10,1,151,NGUOC,false,false,1,2.04,0.736,2.466,,12
IMXUSDT,10,10,-1,14,XUOI,false,true,0,-11.338,-2.376,-2.376,-11.338,10
IMXUSDT,10,10,1,301,XUOI,false,true,1,17.241,21.455,17.241,17.241,216
IMXUSDT,10,10,-1,211,XUOI,false,true,0,-1.719,-1.719,-1.719,-1.719,211
IMXUSDT,10,10,1,148,NGUOC,false,false,1,11.358,11.358,11.358,,148
IMXUSDT,10,10,-1,82,NGUOC,false,false,0,-6.084,1.924,1.401,,25
IMXUSDT,10,10,1,26,XUOI,false,true,0,-15.686,-14.438,-14.438,-15.686,24
IMXUSDT,10,10,-1,59,XUOI,false,true,0,-9.468,0.801,-0.697,-9.468,53
IMXUSDT,10,10,1,240,XUOI,false,true,1,1.051,4.476,2.818,1.051,214
IMXUSDT,10,10,-1,160,XUOI,false,true,0,-0.59,-0.59,-0.59,-0.59,160
IMXUSDT,10,10,1,223,XUOI,false,true,1,6.501,6.501,6.501,6.501,223
IMXUSDT,10,10,-1,579,NGUOC,false,false,1,8.354,-3.52,-2.699,,12
IMXUSDT,10,10,1,121,NGUOC,false,false,0,-0.523,0.806,-0.523,,11
IMXUSDT,10,10,-1,182,XUOI,false,true,1,2.674,-1.764,2.674,2.674,6
IMXUSDT,10,10,1,125,NGUOC,false,false,0,-3.693,-1.291,-1.291,,9
IMXUSDT,10,10,-1,57,XUOI,false,true,0,-4.607,-4.162,-4.162,-4.607,56
IMXUSDT,10,10,1,169,XUOI,false,true,1,6.1,6.1,6.1,6.1,169
IMXUSDT,10,10,-1,146,NGUOC,false,false,1,6.644,0.441,-0.593,,4
IMXUSDT,10,10,1,102,NGUOC,false,true,0,-2.702,-0.537,0.913,-6.064,2
IMXUSDT,10,10,-1,69,XUOI,false,true,0,-6.1,-6.1,-6.1,-6.1,69
IMXUSDT,10,10,1,139,XUOI,false,true,0,-2.456,-1.748,-2.456,-2.456,2
IMXUSDT,10,10,-1,50,XUOI,false,true,0,-8.305,-2.607,-4.349,-8.305,9
IMXUSDT,10,10,1,40,XUOI,false,true,0,-4.881,-4.881,-4.881,-4.881,40
IMXUSDT,10,10,-1,56,NGUOC,false,false,0,-8.502,-2.416,-2.416,,3
IMXUSDT,10,10,1,53,XUOI,false,true,0,-7.791,-7.791,-7.791,-7.791,53
IMXUSDT,10,10,-1,400,NGUOC,false,true,1,19.176,19.606,20.15,17.669,227
IMXUSDT,10,10,1,280,XUOI,false,true,1,24.243,24.243,24.243,24.243,280
IMXUSDT,10,10,-1,135,NGUOC,false,false,0,-24.421,-9.474,-17.934,,7
IMXUSDT,10,10,1,317,XUOI,false,true,1,12.752,12.028,12.028,12.752,292
IMXUSDT,10,10,-1,220,XUOI,false,true,1,9.872,-1.683,-1.683,9.684,21
IMXUSDT,10,10,1,33,XUOI,false,true,0,-10.315,-7.824,-10.315,-10.315,13
IMXUSDT,10,10,-1,300,XUOI,false,true,1,6.045,-1.419,6.045,6.045,144
IMXUSDT,10,10,1,103,NGUOC,false,false,0,-0.766,-0.405,1.761,,15
IMXUSDT,10,10,-1,127,XUOI,false,true,1,1.327,1.327,1.327,1.327,127
IMXUSDT,10,10,1,175,NGUOC,false,false,1,3.728,-0.848,5.603,,6
IMXUSDT,10,10,-1,153,XUOI,false,true,0,-3.897,-2.656,-3.176,-3.897,12
IMXUSDT,10,10,1,62,XUOI,false,true,0,-3.199,-1.87,-2.363,-3.199,50
IMXUSDT,10,10,-1,173,XUOI,false,true,1,3.584,3.584,3.584,3.584,173
IMXUSDT,10,10,1,75,NGUOC,false,false,0,-4.166,-1.614,-2.624,,9
IMXUSDT,10,10,-1,50,XUOI,false,true,0,-3.734,-3.734,-3.734,-3.734,50
IMXUSDT,10,10,1,148,NGUOC,false,false,1,0.943,-0.626,3.958,,8
IMXUSDT,10,10,-1,344,XUOI,false,true,1,3.763,3.763,3.763,3.763,344
IMXUSDT,10,10,1,215,NGUOC,false,false,1,0.412,0.276,-1.229,,18
IMXUSDT,10,10,-1,42,XUOI,false,true,0,-5.888,-2.325,-4.261,-5.888,14
IMXUSDT,10,10,1,390,XUOI,false,true,1,7.251,3.009,7.251,7.251,69
IMXUSDT,10,10,-1,29,XUOI,false,true,0,-4.058,-2.608,-3.239,-4.058,19
IMXUSDT,10,10,1,34,XUOI,false,true,0,-3.586,-2.709,-4.046,-3.586,12
IMXUSDT,10,10,-1,110,XUOI,false,true,1,2.448,2.448,2.448,2.448,110
IMXUSDT,10,10,1,90,NGUOC,false,false,0,-2.561,1.317,-2.422,,9
IMXUSDT,10,10,-1,316,XUOI,false,true,1,9.684,1.357,9.684,9.684,56
IMXUSDT,10,10,1,100,NGUOC,false,false,0,-0.142,1.191,1.495,,10
IMXUSDT,10,10,-1,83,XUOI,false,true,0,-2.998,-3.529,-3.529,-2.998,37
IMXUSDT,10,10,1,77,NONE,false,true,0,-3.411,-0.543,-0.543,-3.54,8
IMXUSDT,10,10,-1,55,XUOI,false,true,0,-3.668,-3.87,-3.668,-3.668,53
IMXUSDT,10,10,1,88,XUOI,false,true,0,-3.665,-1.618,-1.923,-3.665,14
IMXUSDT,10,10,-1,64,XUOI,false,true,0,-9.041,-7.551,-7.183,-9.041,19
IMXUSDT,10,10,1,116,XUOI,false,true,1,0.908,0.908,0.908,0.908,116
IMXUSDT,10,10,-1,503,NGUOC,false,false,1,8.32,-0.441,0.056,,19
IMXUSDT,10,10,1,74,NGUOC,false,false,0,-3.853,-1.184,-3.693,,8
IMXUSDT,10,10,-1,562,XUOI,false,true,1,12.014,0.354,0.498,12.014,87
IMXUSDT,10,10,1,56,XUOI,false,true,0,-5.82,-5.457,-5.457,-5.82,16
IMXUSDT,10,10,-1,169,XUOI,false,true,1,0.391,0.272,2.516,0.391,29
IMXUSDT,10,10,1,309,XUOI,false,true,1,0.607,1.794,0.994,0.607,292
IMXUSDT,10,10,-1,98,XUOI,false,true,0,-0.947,1.528,1.528,-0.947,89
IMXUSDT,10,10,1,51,XUOI,false,true,0,-5.097,-4.851,-4.812,-5.097,33
IMXUSDT,10,10,-1,12,XUOI,false,true,0,-5.237,-1.051,-1.731,-5.237,3
IMXUSDT,10,10,1,91,XUOI,false,true,0,-3.094,-3.094,-3.094,-3.094,91
IMXUSDT,10,10,-1,416,NGUOC,false,false,1,2.401,-1.537,-1.084,,14
IMXUSDT,10,10,1,130,XUOI,false,true,1,0.714,0.714,0.714,0.714,130
IMXUSDT,10,10,-1,127,NGUOC,false,false,1,0.72,0.908,0.398,,11
IMXUSDT,10,10,1,49,XUOI,false,true,0,-2.787,-2.409,-2.787,-2.787,42
IMXUSDT,10,10,-1,64,XUOI,false,true,0,-2.715,-0.723,-1.594,-2.715,2
IMXUSDT,10,10,1,83,XUOI,false,false,0,-2.03,-2.03,-2.03,,83
IMXUSDT,10,10,-1,44,NONE,false,false,0,-2.607,-0.527,-0.527,,8
IMXUSDT,10,10,1,286,XUOI,false,true,1,1.348,1.348,1.348,1.348,286
IMXUSDT,10,10,-1,108,NGUOC,false,false,1,1.123,1.921,2.865,,20
IMXUSDT,10,10,1,241,XUOI,false,true,1,5.3,1.807,5.3,5.3,117
IMXUSDT,10,10,-1,48,NGUOC,false,false,0,-4.242,-0.826,-4.242,,6
IMXUSDT,10,10,1,68,XUOI,false,true,0,-1.547,-1.547,-1.547,-1.547,68
IMXUSDT,10,10,-1,162,NGUOC,false,false,1,7.495,1.922,0.566,,4
IMXUSDT,10,10,1,60,XUOI,false,true,0,-2.957,-2.396,-2.396,-2.957,45
