symbol,config,state,cycleLen,crossStart,confStart,xuoiEarly,winBase,pnlBase,pnlConf,pnlStrict,pnlEntryConf,holdConf
IMXUSDT,15,10,1,48,NGUOC,false,false,0,-7.072,-0.727,-3.209,,13
IMXUSDT,15,10,-1,239,XUOI,false,true,1,7.746,8.322,7.801,7.746,164
IMXUSDT,15,10,1,40,XUOI,false,true,0,-5.399,-4.423,-4.423,-5.399,35
IMXUSDT,15,10,-1,50,XUOI,false,true,0,-9.784,-4.281,-4.604,-9.784,45
IMXUSDT,15,10,1,136,XUOI,false,true,0,-6.904,-7.169,-6.904,-6.904,6
IMXUSDT,15,10,-1,37,NONE,false,false,0,-4.207,-1.487,-4.524,,4
IMXUSDT,15,10,1,12,XUOI,false,true,0,-5.719,-2.045,-4.322,-5.719,7
IMXUSDT,15,10,-1,219,XUOI,false,true,1,9.471,9.471,9.471,9.471,219
IMXUSDT,15,10,1,26,NGUOC,false,false,0,-5.986,-0.999,-3.272,,4
IMXUSDT,15,10,-1,33,XUOI,false,true,0,-5.408,-5.408,-5.408,-5.408,33
IMXUSDT,15,10,1,77,NGUOC,false,false,0,-3.093,-0.127,2.27,,11
IMXUSDT,15,10,-1,182,XUOI,false,true,0,-2.341,0.3,0.3,-2.341,173
IMXUSDT,15,10,1,133,XUOI,false,true,0,-2.708,-0.012,-2.065,-2.708,77
IMXUSDT,15,10,-1,80,XUOI,false,true,1,0.747,0.668,0.747,0.747,79
IMXUSDT,15,10,1,188,XUOI,false,true,1,10.699,10.699,10.699,10.699,188
IMXUSDT,15,10,-1,26,NGUOC,false,false,0,-5.515,-1.415,-3.071,,18
IMXUSDT,15,10,1,75,XUOI,false,true,0,-4.55,-4.55,-4.55,-4.55,75
IMXUSDT,15,10,-1,187,NGUOC,false,false,1,4.093,2.445,4.093,,7
IMXUSDT,15,10,1,69,NONE,false,false,0,-4.072,-1.085,-2.584,,3
IMXUSDT,15,10,-1,114,XUOI,false,true,1,3.725,3.725,3.725,3.725,114
IMXUSDT,15,10,1,89,NGUOC,false,false,0,-1.361,8.245,3.425,,37
IMXUSDT,15,10,-1,176,XUOI,false,true,0,-3.956,-3.956,-3.956,-3.956,176
IMXUSDT,15,10,1,75,NGUOC,false,false,0,-4.865,-1.211,-4.491,,2
IMXUSDT,15,10,-1,215,XUOI,false,true,1,12.141,12.141,12.141,12.141,215
IMXUSDT,15,10,1,127,NGUOC,false,false,0,-2.413,-3.003,2.383,,4
IMXUSDT,15,10,-1,69,XUOI,false,true,0,-8.331,-8.331,-8.331,-8.331,69
IMXUSDT,15,10,1,208,NGUOC,false,false,1,3.641,0.453,-1.637,,2
IMXUSDT,15,10,-1,722,XUOI,false,true,1,43.148,1.825,7.524,43.148,44
IMXUSDT,15,10,1,105,NGUOC,false,false,0,-7.962,-2.568,2.089,,14
IMXUSDT,15,10,-1,119,XUOI,false,true,0,-5.627,-5.627,-5.627,-5.627,119
IMXUSDT,15,10,1,103,NGUOC,false,false,0,-2.67,-1.947,-0.949,,9
IMXUSDT,15,10,-1,82,XUOI,false,true,0,-7.189,-0.64,-3.269,-7.189,17
IMXUSDT,15,10,1,111,NGUOC,true,false,0,-8.03,-0.265,-4.153,,2
IMXUSDT,15,10,-1,104,XUOI,false,true,0,-5.524,-4.868,-4.868,-5.524,102
IMXUSDT,15,10,1,98,XUOI,false,true,0,-6.443,-3.7,-6.443,-6.443,94
IMXUSDT,15,10,-1,99,XUOI,false,true,0,-9.731,-6.912,-7.912,-9.731,28
IMXUSDT,15,10,1,276,XUOI,false,true,1,3.637,7.241,5.594,3.637,74
IMXUSDT,15,10,-1,294,XUOI,false,true,1,1.773,-5.96,4.104,1.773,9
IMXUSDT,15,10,1,441,XUOI,false,true,1,18.891,-9.462,19.789,18.891,13
IMXUSDT,15,10,-1,306,XUOI,false,true,1,8.964,-0.828,8.964,8.964,27
IMXUSDT,15,10,1,250,XUOI,false,true,0,-0.85,-0.85,-0.85,-0.85,250
IMXUSDT,15,10,-1,299,NGUOC,false,false,0,-4.068,-1.105,-3.293,,2
IMXUSDT,15,10,1,41,XUOI,false,true,0,-7.056,-2.214,-3.915,-7.056,14
IMXUSDT,15,10,-1,508,XUOI,false,true,1,14.87,-1.138,19.938,14.87,45
IMXUSDT,15,10,1,55,XUOI,false,true,0,-10.029,-7.408,-8.975,-10.029,51
IMXUSDT,15,10,-1,108,XUOI,false,true,0,-11.418,-6.03,-6.747,-11.418,8
IMXUSDT,15,10,1,72,XUOI,false,true,0,-13.132,-11.165,-11.165,-13.132,70
IMXUSDT,15,10,-1,108,XUOI,false,true,0,-9.787,-9.787,-9.787,-9.787,108
IMXUSDT,15,10,1,261,XUOI,false,true,1,2.922,-3.724,2.24,2.922,8
IMXUSDT,15,10,-1,129,NONE,false,true,0,-6.659,-1.733,-1.28,-6.769,6
IMXUSDT,15,10,1,201,XUOI,false,true,1,3.629,3.629,3.629,3.629,201
IMXUSDT,15,10,-1,65,NGUOC,false,false,0,-4.288,-1.256,-3.379,,13
IMXUSDT,15,10,1,64,XUOI,false,true,0,-7.282,-7.282,-7.282,-7.282,64
IMXUSDT,15,10,-1,131,XUOI,false,true,0,-4.943,-1.931,-3.485,-4.943,17
IMXUSDT,15,10,1,345,XUOI,false,true,1,5.062,-1.978,-1.39,5.062,34
IMXUSDT,15,10,-1,209,NGUOC,false,false,1,0.129,3.251,3.186,,6
IMXUSDT,15,10,1,415,XUOI,false,true,1,5.735,-2.876,-3.462,5.735,5
IMXUSDT,15,10,-1,538,XUOI,false,true,1,9.068,-1.551,-1.87,9.068,99
IMXUSDT,15,10,1,236,XUOI,false,true,1,1.402,1.402,1.402,1.402,236
IMXUSDT,15,10,-1,22,NGUOC,false,false,0,-4.921,-1.426,-1.426,,3
IMXUSDT,15,10,1,395,XUOI,false,true,1,9.212,13.151,12.376,9.212,353
IMXUSDT,15,10,-1,142,XUOI,false,true,1,2.294,2.294,2.294,2.294,142
IMXUSDT,15,10,1,37,NGUOC,false,false,0,-3.694,-1.261,-3.694,,4
IMXUSDT,15,10,-1,491,XUOI,false,true,1,10.466,2.395,10.466,10.466,216
IMXUSDT,15,10,1,399,NGUOC,false,false,1,28.94,2.709,5.588,,22
IMXUSDT,15,10,-1,171,NGUOC,false,false,1,1.55,-2.529,-3.465,,11
IMXUSDT,15,10,1,215,XUOI,false,true,1,5.295,5.276,5.276,5.295,191
IMXUSDT,15,10,-1,95,XUOI,false,true,0,-4.885,-3.323,-5.126,-4.633,14
IMXUSDT,15,10,1,97,XUOI,false,true,0,-2.922,-2.208,-2.208,-2.922,73
IMXUSDT,15,10,-1,91,XUOI,false,true,0,-1.47,-1.47,-1.47,-1.47,91
IMXUSDT,15,10,1,146,NGUOC,false,false,1,0.211,-1.138,-1.138,,3
IMXUSDT,15,10,-1,107,XUOI,false,true,0,-1.355,-1.355,-1.355,-1.355,107
IMXUSDT,15,10,1,186,XUOI,false,true,0,-3.879,-3.879,-3.879,-3.879,186
IMXUSDT,15,10,-1,57,NONE,false,false,0,-4.318,-1.867,-2.705,,9
IMXUSDT,15,10,1,143,XUOI,false,true,0,-3.916,-1.076,-2.06,-3.916,133
IMXUSDT,15,10,-1,258,XUOI,false,true,1,5.158,7.19,7.496,5.158,212
IMXUSDT,15,10,1,19,XUOI,false,true,0,-3.725,-3.791,-3.791,-3.725,7
IMXUSDT,15,10,-1,383,XUOI,false,true,1,13.254,11.748,11.404,13.254,216
IMXUSDT,15,10,1,83,NONE,false,true,0,-3.91,-0.453,-1.226,-5.608,10
IMXUSDT,15,10,-1,116,XUOI,false,true,0,-3.71,-3.71,-3.71,-3.71,116
IMXUSDT,15,10,1,260,NGUOC,false,false,0,-1.865,-0.547,-1.384,,17
IMXUSDT,15,10,-1,247,XUOI,false,true,1,4.162,-0.816,-0.816,4.162,30
IMXUSDT,15,10,1,21,XUOI,false,true,0,-4.913,-1.58,-1.58,-4.913,12
IMXUSDT,15,10,-1,25,XUOI,false,true,0,-9.015,-4.505,-4.505,-9.015,24
IMXUSDT,15,10,1,132,XUOI,false,true,0,-0.926,-0.782,-0.782,-0.926,129
IMXUSDT,15,10,-1,46,XUOI,false,true,0,-3.728,-1.305,-1.305,-3.728,15
IMXUSDT,15,10,1,88,XUOI,false,true,0,-3.843,-3.797,-3.797,-3.843,82
IMXUSDT,15,10,-1,152,XUOI,false,true,0,-1.261,-1.744,-1.744,-1.261,4
IMXUSDT,15,10,1,274,NONE,false,true,0,-2.246,-0.923,-2.938,-2.386,9
IMXUSDT,15,10,-1,52,XUOI,false,true,0,-4.064,-1.413,-4.051,-4.064,14
IMXUSDT,15,10,1,68,XUOI,false,true,0,-7.016,-1.56,-1.56,-7.016,54
IMXUSDT,15,10,-1,81,XUOI,false,true,0,-2.047,-1.554,-1.554,-2.047,76
IMXUSDT,15,10,1,526,XUOI,false,true,1,5.785,0.398,0.398,5.785,71
IMXUSDT,15,10,-1,468,XUOI,false,true,1,4.342,-4.755,-4.755,4.342,27
IMXUSDT,15,10,1,94,NGUOC,false,false,0,-3.893,-0.063,-0.67,,8
IMXUSDT,15,10,-1,68,XUOI,false,true,1,0.289,0.289,0.289,0.289,68
IMXUSDT,15,10,1,163,NGUOC,false,false,0,-2.682,-1.573,-0.869,,12
IMXUSDT,15,10,-1,106,XUOI,false,true,0,-3.822,-3.822,-3.822,-3.822,106
IMXUSDT,15,10,1,97,NGUOC,false,false,0,-0.448,-0.512,-1.195,,14
IMXUSDT,15,10,-1,349,XUOI,false,true,1,0.901,0.901,0.901,0.901,349
IMXUSDT,15,10,1,65,NONE,false,true,0,-4.479,-0.735,-0.903,-5.582,26
IMXUSDT,15,10,-1,113,XUOI,false,true,0,-1.13,1.147,1.147,-1.13,66
IMXUSDT,15,10,1,339,XUOI,false,true,0,-0.047,-1.945,-1.945,-0.047,57
IMXUSDT,15,10,-1,38,NGUOC,false,false,0,-3.084,-0.836,-2.616,,11
IMXUSDT,15,10,1,19,XUOI,false,true,0,-2.719,-3.423,-3.423,-2.719,12
IMXUSDT,15,10,-1,52,NGUOC,false,false,0,-2.035,-1.287,-0.527,,5
IMXUSDT,15,10,1,190,XUOI,false,true,1,1.016,1.016,1.016,1.016,190
IMXUSDT,15,10,-1,375,NGUOC,false,false,1,4.767,-0.821,-2.147,,6
IMXUSDT,15,10,1,82,NGUOC,false,false,0,-2.003,-0.505,-0.977,,11
IMXUSDT,15,10,-1,332,XUOI,false,true,1,9.536,9.536,9.536,9.536,332
IMXUSDT,15,10,1,67,NGUOC,false,false,0,-1.656,-0.765,-1.656,,16
IMXUSDT,15,10,-1,210,XUOI,false,true,1,2.82,2.913,2.82,2.82,208
IMXUSDT,15,10,1,166,XUOI,false,true,0,-0.783,-1.101,-0.895,-0.783,9
IMXUSDT,15,10,-1,532,XUOI,false,true,1,9.322,-1.968,-1.968,9.322,7
IMXUSDT,15,10,1,69,XUOI,false,true,0,-2.866,-1.448,-1.448,-2.866,63
IMXUSDT,15,10,-1,98,XUOI,false,true,0,-0.082,1.395,1.395,-0.082,88
IMXUSDT,15,10,1,234,XUOI,false,true,1,4.144,4.144,4.144,4.144,234
IMXUSDT,15,10,-1,53,NGUOC,false,false,0,-7.628,-1.56,-0.222,,13
IMXUSDT,15,10,1,131,XUOI,false,true,0,-3.534,-1.98,-1.98,-3.534,105
IMXUSDT,15,10,-1,395,XUOI,false,true,1,4.225,-1.852,-1.852,4.225,26
IMXUSDT,15,10,1,298,XUOI,false,true,1,10.599,0.421,-0.755,10.599,33
IMXUSDT,15,10,-1,383,XUOI,false,true,1,26.241,8.949,6.999,26.241,177
IMXUSDT,15,10,1,90,XUOI,false,true,0,-5.848,-5.848,-5.848,-5.848,90
IMXUSDT,15,10,-1,340,NGUOC,false,false,1,8.627,-1.587,11.471,,6
IMXUSDT,15,10,1,158,XUOI,false,true,0,-2.579,-2.579,-2.579,-2.579,158
IMXUSDT,15,10,-1,177,NGUOC,false,false,1,0.237,1.657,1.031,,38
IMXUSDT,15,10,1,51,XUOI,false,true,0,-3.351,-0.702,-1.376,-3.351,6
IMXUSDT,15,10,-1,85,XUOI,false,true,0,-1.467,-1.467,-1.467,-1.467,85
IMXUSDT,15,10,1,84,NGUOC,false,false,0,-2.054,-0.655,-0.655,,71
IMXUSDT,15,10,-1,95,XUOI,false,true,1,1.155,1.155,1.155,1.155,95
IMXUSDT,15,10,1,76,NGUOC,false,false,0,-2.171,-1.173,-0.699,,2
IMXUSDT,15,10,-1,29,XUOI,false,true,0,-7.114,-7.114,-7.114,-7.114,29
IMXUSDT,15,10,1,193,NONE,false,true,1,6.34,8.333,7.045,4.46,154
IMXUSDT,15,10,-1,141,XUOI,false,true,1,0.545,0.545,0.545,0.545,141
IMXUSDT,15,10,1,86,NGUOC,false,false,0,-2.016,0.477,0.847,,19
IMXUSDT,15,10,-1,63,XUOI,false,true,0,-3.682,-3.682,-3.682,-3.682,63
IMXUSDT,15,10,1,46,NONE,false,true,0,-4.913,-0.872,-0.872,-6.506,35
IMXUSDT,15,10,-1,111,XUOI,false,true,0,-4.014,-4.014,-4.014,-4.014,111
IMXUSDT,15,10,1,607,NGUOC,false,false,1,13.863,1.974,0.223,,7
IMXUSDT,15,10,-1,324,NGUOC,false,false,1,9.613,-0.646,0.851,,4
IMXUSDT,15,10,1,76,XUOI,false,true,0,-1.423,-2.074,-2.074,-1.423,60
IMXUSDT,15,10,-1,196,XUOI,false,true,0,-0.532,-0.1,-0.055,-0.532,31
IMXUSDT,15,10,1,16,XUOI,false,true,0,-3.093,-1.766,-1.766,-3.093,7
IMXUSDT,15,10,-1,156,XUOI,false,true,0,-1.655,-1.655,-1.655,-1.655,156
IMXUSDT,15,10,1,272,NGUOC,false,false,1,1.589,-1.242,1.863,,16
IMXUSDT,15,10,-1,167,XUOI,false,true,1,5.509,-3.614,5.509,5.509,8
IMXUSDT,15,10,1,104,NGUOC,false,false,0,-1.912,-0.052,-0.982,,12
IMXUSDT,15,10,-1,18,XUOI,false,true,0,-3.981,-2.224,-3.2,-3.981,13
IMXUSDT,15,10,1,233,XUOI,false,true,1,3.533,0.041,3.533,3.533,52
IMXUSDT,15,10,-1,119,NONE,false,false,1,0.828,-0.779,0.828,,19
IMXUSDT,15,10,1,76,NGUOC,false,false,0,-1.518,0.106,-0.786,,31
IMXUSDT,15,10,-1,246,XUOI,false,true,1,1.448,0.108,0.663,1.448,15
IMXUSDT,15,10,1,70,XUOI,false,true,0,-1.575,-0.639,-1.247,-1.575,29
IMXUSDT,15,10,-1,244,XUOI,false,true,1,6.03,6.03,6.03,6.03,244
IMXUSDT,15,10,1,15,NGUOC,false,false,0,-3.465,-0.707,-1.82,,3
IMXUSDT,15,10,-1,162,XUOI,false,true,0,-0.882,-1.169,-0.882,-0.882,9
IMXUSDT,15,10,1,46,XUOI,false,true,0,-1.96,-0.281,-1.96,-1.96,31
IMXUSDT,15,10,-1,81,XUOI,false,true,0,-1.574,-1.574,-1.574,-1.574,81
IMXUSDT,15,10,1,169,NGUOC,false,false,1,1.484,-0.464,-0.464,,8
IMXUSDT,15,10,-1,42,NGUOC,false,false,0,-2.888,-0.049,-1.276,,20
IMXUSDT,15,10,1,205,XUOI,false,true,1,0.943,0.943,0.943,0.943,205
IMXUSDT,15,10,-1,49,NGUOC,false,false,0,-2.216,-0.272,-0.272,,9
IMXUSDT,15,10,1,467,XUOI,false,true,1,14.399,0.862,1.271,14.399,73
IMXUSDT,15,10,-1,43,NGUOC,false,false,0,-5.606,-0.164,-4.484,,7
IMXUSDT,15,10,1,611,XUOI,false,true,1,18.978,9.043,7.994,18.978,249
IMXUSDT,15,10,-1,166,NGUOC,false,false,1,1.512,-1.275,-2.551,,14
IMXUSDT,15,10,1,194,XUOI,false,true,1,5.96,-2.748,5.96,5.96,21
IMXUSDT,15,10,-1,41,NGUOC,false,false,0,-4.472,-0.933,-4.456,,5
IMXUSDT,15,10,1,209,XUOI,false,true,1,4.441,5.95,4.335,4.441,193
IMXUSDT,15,10,-1,51,XUOI,false,true,0,-0.726,-0.726,-0.726,-0.726,51
IMXUSDT,15,10,1,113,NGUOC,false,true,0,-2.047,-0.658,-1.131,-3.947,14
IMXUSDT,15,10,-1,168,XUOI,false,true,0,-1.1,-1.1,-1.1,-1.1,168
IMXUSDT,15,10,1,30,NGUOC,false,false,0,-3.943,-0.611,-3.943,,2
IMXUSDT,15,10,-1,104,XUOI,false,true,0,-2.332,-2.332,-2.332,-2.332,104
IMXUSDT,15,10,1,121,NGUOC,false,false,0,-4.724,-0.786,-0.861,,9
IMXUSDT,15,10,-1,25,XUOI,false,true,0,-7.771,-7.771,-7.771,-7.771,25
IMXUSDT,15,10,1,151,NGUOC,false,false,1,2.04,0.736,2.466,,12
IMXUSDT,15,10,-1,14,XUOI,false,true,0,-11.338,-2.376,-2.376,-11.338,10
IMXUSDT,15,10,1,301,XUOI,false,true,1,17.241,21.455,17.241,17.241,216
IMXUSDT,15,10,-1,211,XUOI,false,true,0,-1.719,-1.719,-1.719,-1.719,211
IMXUSDT,15,10,1,148,NGUOC,false,false,1,11.358,11.358,11.358,,148
IMXUSDT,15,10,-1,82,NGUOC,false,false,0,-6.084,1.924,1.401,,25
IMXUSDT,15,10,1,26,XUOI,false,true,0,-15.686,-14.438,-14.438,-15.686,24
IMXUSDT,15,10,-1,59,XUOI,false,true,0,-9.468,-9.468,-9.468,-9.468,59
IMXUSDT,15,10,1,240,XUOI,false,true,1,1.051,-5.5,-7.862,1.051,19
IMXUSDT,15,10,-1,160,NGUOC,false,false,0,-0.59,3.161,-0.59,,10
IMXUSDT,15,10,1,223,XUOI,false,true,1,6.501,14.61,11.878,6.501,124
IMXUSDT,15,10,-1,579,XUOI,false,true,1,8.354,2.932,1.533,8.354,201
IMXUSDT,15,10,1,121,NGUOC,false,false,0,-0.523,0.806,-0.523,,11
IMXUSDT,15,10,-1,182,XUOI,false,true,1,2.674,-1.764,2.674,2.674,6
IMXUSDT,15,10,1,125,NGUOC,false,false,0,-3.693,-1.291,-1.291,,9
IMXUSDT,15,10,-1,57,XUOI,false,true,0,-4.607,-4.162,-4.162,-4.607,56
IMXUSDT,15,10,1,169,XUOI,false,true,1,6.1,6.1,6.1,6.1,169
IMXUSDT,15,10,-1,146,NGUOC,false,false,1,6.644,0.441,-0.593,,4
IMXUSDT,15,10,1,102,XUOI,false,true,0,-2.702,0.913,0.913,-2.702,38
IMXUSDT,15,10,-1,69,XUOI,false,true,0,-6.1,-6.1,-6.1,-6.1,69
IMXUSDT,15,10,1,139,XUOI,false,true,0,-2.456,-1.748,-2.456,-2.456,2
IMXUSDT,15,10,-1,50,XUOI,false,true,0,-8.305,-1.99,-4.349,-8.305,4
IMXUSDT,15,10,1,40,XUOI,false,true,0,-4.881,-4.881,-4.881,-4.881,40
IMXUSDT,15,10,-1,56,NGUOC,false,false,0,-8.502,-2.416,-2.416,,3
IMXUSDT,15,10,1,53,XUOI,false,true,0,-7.791,-7.791,-7.791,-7.791,53
IMXUSDT,15,10,-1,400,NGUOC,false,true,1,19.176,19.606,20.15,17.669,227
IMXUSDT,15,10,1,280,XUOI,false,true,1,24.243,24.243,24.243,24.243,280
IMXUSDT,15,10,-1,135,NGUOC,false,false,0,-24.421,-9.474,-17.934,,7
IMXUSDT,15,10,1,317,XUOI,false,true,1,12.752,12.752,12.752,12.752,317
IMXUSDT,15,10,-1,220,NGUOC,true,false,1,9.872,-0.718,-0.718,,4
IMXUSDT,15,10,1,33,XUOI,false,true,0,-10.315,-7.824,-10.315,-10.315,13
IMXUSDT,15,10,-1,300,XUOI,false,true,1,6.045,-1.419,6.045,6.045,144
IMXUSDT,15,10,1,103,NGUOC,false,false,0,-0.766,-0.405,-1.266,,15
IMXUSDT,15,10,-1,127,XUOI,false,true,1,1.327,1.327,1.327,1.327,127
IMXUSDT,15,10,1,175,NGUOC,false,false,1,3.728,-0.848,4.362,,6
IMXUSDT,15,10,-1,153,XUOI,false,true,0,-3.897,-2.656,-3.176,-3.897,12
IMXUSDT,15,10,1,62,XUOI,false,true,0,-3.199,-2.196,-2.363,-3.199,55
IMXUSDT,15,10,-1,173,XUOI,false,true,1,3.584,3.584,3.584,3.584,173
IMXUSDT,15,10,1,75,NGUOC,false,false,0,-4.166,-1.614,-2.624,,9
IMXUSDT,15,10,-1,50,XUOI,false,true,0,-3.734,-3.734,-3.734,-3.734,50
IMXUSDT,15,10,1,148,NGUOC,false,false,1,0.943,-0.626,3.958,,8
IMXUSDT,15,10,-1,344,XUOI,false,true,1,3.763,3.763,3.763,3.763,344
IMXUSDT,15,10,1,215,NGUOC,false,false,1,0.412,0.276,-1.229,,18
IMXUSDT,15,10,-1,42,XUOI,false,true,0,-5.888,-2.325,-4.261,-5.888,14
IMXUSDT,15,10,1,390,XUOI,false,true,1,7.251,3.009,7.251,7.251,69
IMXUSDT,15,10,-1,29,NGUOC,false,false,0,-4.058,-1.004,-3.239,,6
IMXUSDT,15,10,1,34,XUOI,false,true,0,-3.586,-3.586,-3.586,-3.586,34
IMXUSDT,15,10,-1,110,NGUOC,false,false,1,2.448,2.55,2.057,,18
IMXUSDT,15,10,1,90,XUOI,false,true,0,-2.561,-2.143,-2.422,-2.561,33
IMXUSDT,15,10,-1,316,XUOI,false,true,1,9.684,1.357,9.684,9.684,56
IMXUSDT,15,10,1,100,NONE,false,true,0,-0.142,0.886,0.886,-0.622,96
IMXUSDT,15,10,-1,83,XUOI,false,true,0,-2.998,-3.529,-3.529,-2.998,37
IMXUSDT,15,10,1,77,NONE,false,true,0,-3.411,-0.543,-0.543,-3.54,8
IMXUSDT,15,10,-1,55,XUOI,false,true,0,-3.668,-3.87,-3.668,-3.668,53
IMXUSDT,15,10,1,88,XUOI,false,true,0,-3.665,-1.618,-1.923,-3.665,14
IMXUSDT,15,10,-1,64,XUOI,false,true,0,-9.041,-7.14,-7.864,-9.041,38
IMXUSDT,15,10,1,116,XUOI,false,true,1,0.908,0.908,0.908,0.908,116
IMXUSDT,15,10,-1,503,NGUOC,false,false,1,8.32,-0.441,0.056,,19
IMXUSDT,15,10,1,74,NGUOC,false,false,0,-3.853,-1.184,-3.693,,8
IMXUSDT,15,10,-1,562,XUOI,false,true,1,12.014,0.354,0.498,12.014,87
IMXUSDT,15,10,1,56,XUOI,false,true,0,-5.82,-5.457,-5.457,-5.82,16
IMXUSDT,15,10,-1,169,XUOI,false,true,1,0.391,0.272,0.391,0.391,29
IMXUSDT,15,10,1,309,XUOI,false,true,1,0.607,-1.007,-1.594,0.607,11
IMXUSDT,15,10,-1,98,NGUOC,false,false,0,-0.947,-0.299,1.528,,3
IMXUSDT,15,10,1,51,XUOI,false,true,0,-5.097,-4.851,-4.812,-5.097,33
IMXUSDT,15,10,-1,12,XUOI,false,true,0,-5.237,-1.051,-1.731,-5.237,3
IMXUSDT,15,10,1,91,XUOI,false,true,0,-3.094,-3.094,-3.094,-3.094,91
IMXUSDT,15,10,-1,416,NGUOC,false,false,1,2.401,-1.537,-1.084,,14
IMXUSDT,15,10,1,130,XUOI,false,true,1,0.714,0.714,0.714,0.714,130
IMXUSDT,15,10,-1,127,NGUOC,false,false,1,0.72,0.908,0.398,,11
IMXUSDT,15,10,1,49,XUOI,false,true,0,-2.787,-2.409,-2.787,-2.787,42
IMXUSDT,15,10,-1,64,XUOI,false,true,0,-2.715,-0.723,-1.594,-2.715,2
IMXUSDT,15,10,1,83,XUOI,false,false,0,-2.03,-2.03,-2.03,,83
IMXUSDT,15,10,-1,44,NONE,false,false,0,-2.607,-0.527,-0.527,,8
IMXUSDT,15,10,1,286,XUOI,false,true,1,1.348,1.348,1.348,1.348,286
IMXUSDT,15,10,-1,108,NGUOC,false,false,1,1.123,1.921,2.865,,20
IMXUSDT,15,10,1,241,XUOI,false,true,1,5.3,5.3,5.3,5.3,241
IMXUSDT,15,10,-1,48,NGUOC,false,false,0,-4.242,-0.826,-4.242,,6
IMXUSDT,15,10,1,68,XUOI,false,true,0,-1.547,-1.547,-1.547,-1.547,68
IMXUSDT,15,10,-1,162,NGUOC,false,false,1,7.495,1.922,0.566,,4
IMXUSDT,15,10,1,60,NGUOC,false,false,0,-2.957,-0.754,-1.008,,9
