symbol,S,tEntry,tExit,entry,exitPx,exitType,hold,pnlPct,pnlR,mfeR,maeR,mfeMaxPct,maeMaxPct,cycleAge,slowAge,slowLeft,cfLag,pullLag,entryVsZone,pullDepth,volConfirm,volEntry,atrPct,zoneAge,emaSlope,hour
FILUSDT,1,2023-01-12 00:45,2023-01-12 08:45,3.792,3.71616,SL,33,-2.14,-1.07,0.22,1,0.45,2,1,1090,625,0,0,3.67,-3.88,2.32,2.32,0.78,45,1,0
ADAUSDT,1,2023-01-16 01:45,2023-01-16 08:00,0.3582,0.351036,SL,26,-2.14,-1.07,0.82,1.84,1.65,3.69,1,1481,239,0,0,1.59,-2.16,1.72,1.72,0.77,141,1,1
DOGEUSDT,1,2023-01-18 03:00,2023-01-18 08:15,0.08803,0.086269,SL,22,-2.14,-1.07,0.67,1.47,1.34,2.94,1,871,65,0,0,4,-2.82,2.02,2.02,1.11,16,1,3
BNBUSDT,-1,2023-01-20 06:45,2023-01-20 19:00,287.48,292.71,TIMEOUT,50,-1.959,-0.98,0.14,0.99,0.27,1.97,1,136,10,0,0,0.85,-3.13,0.99,0.99,0.44,125,-1,6
BTCUSDT,1,2023-01-23 18:45,2023-01-24 23:00,22937.7,22683.1,TIMEOUT,114,-1.25,-0.625,0.48,0.69,0.96,1.38,3,291,538,0,2,0.22,-0.02,0.98,1.24,0.54,2,1,18
BNBUSDT,-1,2023-01-27 03:30,2023-01-27 18:15,302.94,308.57,TIMEOUT,60,-1.998,-0.999,0.18,0.94,0.37,1.87,2,200,160,0,1,2.04,0.15,0.55,1.24,0.41,55,-1,3
TRXUSDT,1,2023-01-29 11:00,2023-01-30 09:00,0.0634,0.062132,SL,89,-2.14,-1.07,0.99,1.29,1.97,2.57,2,201,17,0,1,1.86,0.13,0.93,2.15,0.31,57,1,11
LINKUSDT,1,2023-02-03 18:00,2023-02-05 11:15,7.251,7.21,TIMEOUT,166,-0.705,-0.353,0.81,0.83,1.63,1.67,3,165,17,0,2,8.14,0.21,0.68,1.25,0.66,199,1,18
BNBUSDT,1,2023-02-07 11:30,2023-02-08 16:15,330.39,323.7822,SL,116,-2.14,-1.07,0.85,1.04,1.7,2.09,2,523,49,0,1,3.32,-0.57,0.55,0.8,0.29,49,1,11
OPUSDT,1,2023-02-18 01:15,2023-02-18 07:00,2.83,2.7734,SL,24,-2.14,-1.07,0.27,1.23,0.54,2.46,2,312,166,0,1,19.4,-0.53,0.71,0.51,1.18,380,1,1
BTCUSDT,1,2023-02-20 11:30,2023-02-21 15:15,24904.7,24406.606,SL,112,-2.14,-1.07,0.89,1.04,1.78,2.07,3,223,55,0,2,2.69,-1.5,0.75,1.76,0.51,252,1,11
BNBUSDT,1,2023-02-20 12:00,2023-02-21 11:15,317.25,312.75,TIMEOUT,94,-1.558,-0.779,0.2,0.97,0.39,1.94,2,470,67,0,1,0.42,0.12,0.59,0.67,0.38,30,1,12
APTUSDT,-1,2023-02-23 19:15,2023-02-24 07:00,13.482,13.75164,SL,48,-2.14,-1.07,0.85,1.18,1.71,2.36,4,634,487,0,3,0.37,0,0.69,0.42,0.89,16,-1,19
DOGEUSDT,-1,2023-02-27 11:15,2023-02-28 00:45,0.08113,0.082753,SL,55,-2.14,-1.07,0.77,1.14,1.54,2.28,4,536,149,0,3,1.15,0.09,1.35,1.04,0.3,19,-1,11
ETHUSDT,1,2023-03-01 04:45,2023-03-02 13:45,1658.57,1625.3986,SL,133,-2.14,-1.07,0.58,1,1.16,2,1,222,50,0,0,8.03,-4.25,4.46,4.46,0.43,382,1,4
BTCUSDT,1,2023-03-01 05:00,2023-03-02 07:15,23732,23375,TIMEOUT,106,-1.644,-0.822,0.61,0.95,1.22,1.9,1,159,73,0,0,2.6,-3.32,1.53,1.53,0.41,39,1,5
IMXUSDT,1,2023-03-05 02:15,2023-03-05 02:30,1.044,1.02312,SL,2,-2.14,-1.07,0.04,1.4,0.09,2.81,1,149,355,0,0,0.21,-2.72,0.97,0.97,1.21,137,1,2
BNBUSDT,-1,2023-03-07 14:15,2023-03-08 01:15,286.11,289.08,TIMEOUT,45,-1.178,-0.589,0.52,0.77,1.03,1.54,2,692,471,0,1,5.64,-0.11,1.86,1.54,0.23,322,-1,14
BNBUSDT,-1,2023-03-08 08:45,2023-03-08 15:45,286.48,292.2096,SL,29,-2.14,-1.07,0.26,1.19,0.52,2.39,4,766,413,0,3,-0.58,-0.4,0.94,0.56,0.28,68,-1,8
DOTUSDT,-1,2023-03-11 08:15,2023-03-11 20:30,5.316,5.42232,SL,50,-2.14,-1.07,0.93,1.48,1.86,2.95,1,1657,101,0,0,10.33,-2.87,1.35,1.35,0.99,318,-1,8
BNBUSDT,-1,2023-03-11 17:15,2023-03-12 01:00,272.31,277.7562,SL,32,-2.14,-1.07,0.17,1.04,0.34,2.09,4,1088,88,0,3,11.7,-0.25,1.3,1.25,0.43,390,-1,17
XRPUSDT,-1,2023-03-13 13:00,2023-03-13 14:15,0.3611,0.368322,SL,6,-2.14,-1.07,0.37,1.19,0.75,2.38,4,347,20,0,3,-0.52,0.1,1.03,2.49,0.64,97,-1,13
LINKUSDT,1,2023-03-19 18:00,2023-03-20 00:00,7.17,7.0266,SL,25,-2.14,-1.07,0.79,1.01,1.59,2.02,4,222,502,0,3,11.95,-0.3,1.21,0.59,0.67,365,1,18
LTCUSDT,1,2023-03-19 18:00,2023-03-20 00:30,84.93,83.2314,SL,27,-2.14,-1.07,0.75,1.08,1.5,2.15,4,221,76,0,3,9.67,-0.31,0.61,0.64,0.79,256,1,18
NEARUSDT,1,2023-03-19 20:00,2023-03-19 21:45,2.166,2.12268,SL,8,-2.14,-1.07,0.37,1.13,0.74,2.26,4,184,90,0,3,1.96,-0.09,0.81,0.99,0.75,17,1,20
ETHUSDT,1,2023-03-21 12:45,2023-03-22 18:00,1804.59,1768.4982,SL,118,-2.14,-1.07,0.87,1.14,1.74,2.28,1,392,17,0,0,2.53,-4.5,6.04,6.04,0.56,93,1,12
AVAXUSDT,-1,2023-03-22 19:45,2023-03-22 20:45,16.372,16.69944,SL,5,-2.14,-1.07,0.37,1.07,0.73,2.14,1,165,137,0,0,3.86,-3.27,2.07,2.07,1.54,23,-1,19
DOTUSDT,-1,2023-03-22 19:45,2023-03-23 00:15,5.949,6.06798,SL,19,-2.14,-1.07,0.3,1.14,0.61,2.29,1,193,592,0,0,4.24,-2.86,1.72,1.72,1.36,91,-1,19
BTCUSDT,-1,2023-03-27 14:45,2023-03-28 19:45,26933,27471.66,SL,117,-2.14,-1.07,0.84,1.05,1.68,2.11,1,182,48,0,0,5.32,-4.54,3.64,3.64,0.57,22,-1,14
NEARUSDT,1,2023-03-31 14:15,2023-04-02 14:45,1.972,1.945,TIMEOUT,195,-1.509,-0.755,0.96,0.71,1.93,1.42,1,203,15,0,0,4.75,-3.3,2,2,0.57,7,1,14
TRXUSDT,1,2023-04-04 03:00,2023-04-05 17:00,0.06609,0.06565,TIMEOUT,153,-0.806,-0.403,0.54,0.64,1.07,1.29,4,1076,611,0,3,2.8,-1.27,0.45,1.36,0.35,35,1,3
OPUSDT,-1,2023-04-04 05:15,2023-04-04 09:30,2.1404,2.183208,SL,18,-2.14,-1.07,0.14,1.07,0.28,2.14,3,122,65,0,2,12.41,-0.43,0.93,1.47,0.56,1028,-1,5
LINKUSDT,-1,2023-04-08 18:45,2023-04-09 20:45,7.119,7.184,TIMEOUT,105,-1.053,-0.527,0.54,0.64,1.08,1.28,2,228,85,1,0,0.61,-3.89,5.14,5.14,0.25,121,-1,18
XRPUSDT,-1,2023-04-08 20:00,2023-04-10 17:15,0.5059,0.5102,TIMEOUT,182,-0.99,-0.495,0.83,0.56,1.66,1.13,3,716,21,0,2,1.35,-0.44,0.81,1.25,0.29,7,-1,20
OPUSDT,-1,2023-04-10 10:45,2023-04-10 18:15,2.2466,2.286,TIMEOUT,31,-1.894,-0.947,0.59,0.98,1.18,1.95,4,371,15,0,3,3.46,0.21,0.66,1.23,0.37,37,-1,10
LTCUSDT,1,2023-04-18 03:00,2023-04-19 07:15,101.75,99.715,SL,114,-2.14,-1.07,0.9,1.02,1.8,2.03,1,395,8,0,0,4.27,-2.96,2.69,2.69,0.64,91,1,3
SOLUSDT,1,2023-04-18 08:00,2023-04-18 17:30,25.084,24.58232,SL,39,-2.14,-1.07,0.75,1.19,1.5,2.38,1,712,60,0,0,1.24,-1.92,1.25,1.25,0.52,66,1,8
LTCUSDT,-1,2023-04-23 19:30,2023-04-24 00:45,85.63,87.3426,SL,22,-2.14,-1.07,0.21,1.32,0.42,2.64,4,424,139,0,3,7.14,-0.08,3.25,0.68,0.61,241,-1,19
XRPUSDT,1,2023-04-24 02:30,2023-04-24 08:15,0.4687,0.459326,SL,24,-2.14,-1.07,0.49,1.25,0.98,2.5,4,126,117,0,3,0.9,0.06,0.69,1.04,0.76,4,1,2
BNBUSDT,-1,2023-05-04 23:30,2023-05-05 15:15,323.38,326.63,TIMEOUT,64,-1.145,-0.573,0.21,0.6,0.43,1.19,4,277,830,0,3,0.63,-0.64,0.61,0.59,0.14,233,-1,23
SUIUSDT,1,2023-05-05 12:30,2023-05-05 14:45,1.3394,1.312612,SL,10,-2.14,-1.07,0.96,1.1,1.91,2.2,2,178,165,0,1,2.73,-0.85,0.85,1.49,1.58,11,1,12
OPUSDT,-1,2023-05-08 01:30,2023-05-08 01:45,1.7681,1.803462,SL,2,-2.14,-1.07,0.51,1.15,1.02,2.3,1,319,608,0,0,3.83,-5.22,5.07,5.07,1.23,148,-1,1
1000PEPEUSDT,-1,2023-05-08 03:30,2023-05-08 03:45,0.0024977,0.002548,SL,2,-2.14,-1.07,0.17,1.67,0.34,3.34,1,115,468,0,0,2.8,-1.73,0.57,0.57,2.82,8,-1,3
1000PEPEUSDT,1,2023-05-16 01:15,2023-05-16 04:00,0.0017463,0.001711,SL,12,-2.14,-1.07,0.61,2.4,1.23,4.8,3,289,115,0,2,1.76,-0.21,1.8,1.88,1.91,11,1,1
XRPUSDT,-1,2023-05-16 03:30,2023-05-16 21:30,0.4234,0.431868,SL,73,-2.14,-1.07,0.78,1.37,1.56,2.74,4,894,8,0,3,2.49,-0.61,0.63,0.38,0.35,66,-1,3
NEARUSDT,1,2023-05-17 05:00,2023-05-17 08:00,1.672,1.63856,SL,13,-2.14,-1.07,0.18,1.02,0.36,2.03,3,331,385,0,2,1.71,0.2,0.57,0.96,0.46,64,1,5
DOTUSDT,-1,2023-05-17 14:45,2023-05-17 18:30,5.24,5.3448,SL,16,-2.14,-1.07,0.07,1.13,0.13,2.25,4,127,28,0,3,0.55,-1.25,1.17,1.86,0.42,85,-1,14
APTUSDT,1,2023-05-17 19:00,2023-05-18 01:30,8.805,8.6289,SL,27,-2.14,-1.07,0.4,1.12,0.81,2.24,1,305,191,0,0,3.51,-3.46,1.91,1.91,0.8,80,1,19
DOTUSDT,1,2023-05-20 11:15,2023-05-21 10:30,5.391,5.36,TIMEOUT,94,-0.715,-0.358,0.49,0.31,0.98,0.61,1,230,19,0,0,2.06,-0.97,0.54,0.54,0.21,121,1,11
TRXUSDT,1,2023-05-25 15:15,2023-05-26 01:00,0.07736,0.07689,TIMEOUT,40,-0.748,-0.374,0.23,0.52,0.47,1.03,3,1164,-5,0,2,0.51,0.45,0.97,0.99,0.31,43,1,15
IMXUSDT,-1,2023-05-26 06:45,2023-05-26 14:15,0.7272,0.741744,SL,31,-2.14,-1.07,0.21,1.16,0.41,2.32,2,152,213,0,1,-0.78,0.39,0.52,0.87,0.53,322,-1,6
OPUSDT,-1,2023-05-27 12:45,2023-05-28 03:30,1.6033,1.6209,TIMEOUT,60,-1.238,-0.619,0.79,0.74,1.58,1.48,4,307,87,0,3,0.87,-0.26,1.4,1.21,0.28,117,-1,12
1000PEPEUSDT,-1,2023-06-02 00:45,2023-06-02 04:30,0.0012472,0.001272,SL,16,-2.14,-1.07,0.36,1.11,0.73,2.23,3,305,128,0,2,2.15,-0.63,1.23,1.23,0.9,10,-1,0
BTCUSDT,1,2023-06-09 11:15,2023-06-10 03:30,26579.1,26338.4,TIMEOUT,66,-1.046,-0.523,0.37,0.62,0.74,1.24,2,257,2,0,1,17.43,-0.15,0.73,0.85,0.19,284,1,11
AVAXUSDT,-1,2023-06-14 20:45,2023-06-15 03:00,11.232,11.45664,SL,26,-2.14,-1.07,0.21,1.05,0.43,2.1,1,681,210,0,0,3.42,-3.74,3.73,3.73,1.17,110,-1,20
IMXUSDT,1,2023-06-18 19:15,2023-06-18 20:15,0.6382,0.625436,SL,5,-2.14,-1.07,0,1.67,0,3.34,2,187,163,0,1,0.04,0.07,1.19,1.02,0.4,12,1,19
NEARUSDT,1,2023-06-26 06:15,2023-06-26 06:30,1.519,1.48862,SL,2,-2.14,-1.07,1.02,1.09,2.04,2.17,1,516,188,0,0,7.59,-6.3,24.54,24.54,1.38,1,1,6
APTUSDT,1,2023-06-26 12:15,2023-06-26 16:45,7.611,7.45878,SL,19,-2.14,-1.07,0.74,2.03,1.48,4.06,2,111,91,0,1,3.72,-0.04,0.93,1.77,0.96,152,1,12
OPUSDT,-1,2023-06-26 17:30,2023-06-27 01:45,1.2883,1.314066,SL,34,-2.14,-1.07,0.99,1.08,1.98,2.16,1,194,331,0,0,2.9,-1.51,0.43,0.43,1.11,202,-1,17
NEARUSDT,-1,2023-06-30 16:30,2023-06-30 17:15,1.353,1.38006,SL,4,-2.14,-1.07,0.26,1.11,0.52,2.22,3,235,106,0,2,2.65,-0.01,0.65,0.95,1.51,12,-1,16
ETHUSDT,1,2023-06-30 18:15,2023-07-02 15:15,1926.61,1888.0778,SL,181,-2.14,-1.07,0.47,1.12,0.94,2.24,1,40,275,0,0,1.22,-1.87,0.47,0.47,0.83,19,1,18
APTUSDT,1,2023-07-02 00:00,2023-07-02 03:45,7.328,7.18144,SL,16,-2.14,-1.07,0.55,1.08,1.11,2.16,3,156,339,0,2,3.07,-0.62,1.34,2.68,0.54,77,1,0
TRXUSDT,1,2023-07-06 03:30,2023-07-06 14:45,0.0777,0.07721,TIMEOUT,46,-0.771,-0.385,0.55,0.57,1.11,1.15,1,266,295,0,0,4.25,-2.61,0.67,0.67,0.18,14,1,3
1000PEPEUSDT,-1,2023-07-06 14:15,2023-07-06 14:30,0.0015626,0.001594,SL,2,-2.14,-1.07,0.17,1.11,0.35,2.21,1,99,685,0,0,5.07,-4.05,3.36,3.36,1.75,187,-1,14
ARBUSDT,1,2023-07-09 16:45,2023-07-10 00:00,1.1319,1.109262,SL,30,-2.14,-1.07,0.11,1.26,0.23,2.53,2,97,859,0,1,0.65,0.34,2.74,1.04,0.38,85,-1,16
XRPUSDT,-1,2023-07-10 02:15,2023-07-10 17:45,0.467,0.4727,TIMEOUT,63,-1.361,-0.68,0.21,0.72,0.43,1.43,4,426,18,0,3,0.2,0.31,0.99,0.73,0.32,6,-1,2
ETHUSDT,-1,2023-07-10 07:00,2023-07-10 18:30,1857.61,1886.39,TIMEOUT,47,-1.689,-0.845,0.26,0.84,0.52,1.68,4,459,25,0,3,2.51,0.04,1.45,1.3,0.2,72,-1,7
NEARUSDT,-1,2023-07-13 03:00,2023-07-13 15:15,1.327,1.35354,SL,50,-2.14,-1.07,0.53,1.09,1.06,2.19,2,745,4,0,1,0.33,0.29,0.44,0.99,0.46,30,-1,3
XRPUSDT,1,2023-07-13 15:15,2023-07-13 15:30,0.5448,0.533904,SL,2,-2.14,-1.07,6.77,1.2,13.55,2.4,1,259,806,0,0,10.12,-9.25,106.8,106.8,1.29,0,1,15
DOGEUSDT,1,2023-07-15 07:15,2023-07-15 08:00,0.07398,0.0725,SL,4,-2.14,-1.07,0.36,1.01,0.72,2.03,1,157,235,0,0,7.64,-5.74,13.03,13.03,1.01,11,1,7
SUIUSDT,1,2023-07-15 11:15,2023-07-16 02:15,0.6877,0.673946,SL,61,-2.14,-1.07,0.47,1.29,0.93,2.57,3,306,447,0,2,6.07,-0.2,1.21,1.02,0.66,174,1,11
IMXUSDT,1,2023-07-17 07:45,2023-07-17 10:15,0.7558,0.740684,SL,11,-2.14,-1.07,0.31,1.97,0.62,3.94,3,347,114,0,2,1.48,-0.27,0.86,0.5,0.48,116,1,7
SUIUSDT,1,2023-07-17 09:00,2023-07-17 10:15,0.6917,0.677866,SL,6,-2.14,-1.07,0.22,1.98,0.45,3.96,4,489,319,0,3,1.86,-0.14,6.71,2.12,0.93,35,1,9
XRPUSDT,1,2023-07-18 15:00,2023-07-18 16:45,0.7574,0.742252,SL,8,-2.14,-1.07,0.15,1.03,0.3,2.06,3,738,321,0,2,2.25,-0.32,0.68,0.54,1.03,90,1,15
BTCUSDT,-1,2023-07-20 15:15,2023-07-22 09:00,29826.4,29914.5,TIMEOUT,168,-0.435,-0.218,0.6,0.39,1.2,0.77,1,557,147,0,0,1.11,-2.47,0.83,0.83,0.34,40,-1,15
DOGEUSDT,1,2023-07-23 11:45,2023-07-24 02:15,0.07184,0.070403,SL,59,-2.14,-1.07,0.77,1.02,1.55,2.05,4,293,429,0,3,2.83,0.26,2.84,1.47,0.46,47,1,11
ADAUSDT,-1,2023-07-24 09:45,2023-07-26 20:15,0.3043,0.3077,TIMEOUT,235,-1.257,-0.629,0.76,0.89,1.51,1.77,1,160,158,0,0,4.84,-4.4,19.16,19.16,0.64,0,-1,9
SUIUSDT,-1,2023-07-27 16:45,2023-07-28 13:45,0.6332,0.6381,TIMEOUT,85,-0.914,-0.457,0.78,0.66,1.56,1.31,1,666,434,0,0,1,-1.56,0.38,0.38,0.39,259,-1,16
ARBUSDT,-1,2023-07-27 18:15,2023-07-29 04:00,1.1774,1.1774,TIMEOUT,136,-0.14,-0.07,0.95,0.14,1.9,0.28,1,845,1029,0,0,1.29,-2.24,0.76,0.76,0.33,1,-1,18
SUIUSDT,-1,2023-07-29 07:45,2023-07-29 20:15,0.6291,0.6375,TIMEOUT,51,-1.475,-0.738,0.33,0.74,0.65,1.48,2,822,312,0,1,4.38,0.05,1.01,0.67,0.24,414,-1,7
IMXUSDT,1,2023-07-30 00:45,2023-07-30 10:45,0.7723,0.756854,SL,41,-2.14,-1.07,0.45,1.07,0.89,2.15,1,185,373,0,0,4.25,-3.37,1.32,1.32,0.64,3,1,0
LINKUSDT,1,2023-07-30 01:30,2023-07-30 13:30,7.811,7.716,TIMEOUT,49,-1.356,-0.678,0.32,0.69,0.64,1.38,2,286,13,0,1,13.69,0.43,0.57,0.6,0.33,407,-1,1
IMXUSDT,1,2023-08-01 00:00,2023-08-01 02:00,0.7628,0.747544,SL,9,-2.14,-1.07,0.4,1.96,0.8,3.92,2,374,216,0,1,1.21,-0.67,1.39,1.86,0.53,112,1,0
SUIUSDT,-1,2023-08-01 05:45,2023-08-01 08:00,0.6199,0.632298,SL,10,-2.14,-1.07,0.19,1.06,0.39,2.11,4,1102,73,0,3,2.16,0.15,0.6,0.57,0.58,133,-1,5
BNBUSDT,1,2023-08-01 07:45,2023-08-02 14:15,245.45,244.4,TIMEOUT,123,-0.568,-0.284,0.69,0.67,1.38,1.34,1,475,26,0,0,3.09,-2.76,1.35,1.35,0.49,3,1,7
BTCUSDT,-1,2023-08-07 16:45,2023-08-08 06:15,28930.2,29252.5,TIMEOUT,55,-1.254,-0.627,0.13,0.69,0.26,1.38,4,417,24,0,3,1.68,-0.45,3.27,0.73,0.28,77,-1,16
LINKUSDT,-1,2023-08-07 17:00,2023-08-07 22:30,7.112,7.25424,SL,23,-2.14,-1.07,0.44,1.03,0.87,2.07,3,768,19,0,2,7.01,0.03,1.03,1.41,0.65,479,-1,17
1000PEPEUSDT,1,2023-08-14 08:00,2023-08-14 12:30,0.001424,0.001396,SL,19,-2.14,-1.07,0.54,1.05,1.09,2.11,1,535,122,0,0,4.3,-2.76,1.84,1.84,1.11,6,1,8
TRXUSDT,1,2023-08-14 17:00,2023-08-15 11:30,0.07755,0.07715,TIMEOUT,75,-0.656,-0.328,0,0.33,0,0.66,2,340,32,0,1,2.56,-0.54,2.61,2.15,0.09,827,1,17
XRPUSDT,-1,2023-08-24 14:30,2023-08-25 14:15,0.5148,0.525096,SL,96,-2.14,-1.07,0.7,1.04,1.4,2.08,2,252,174,1,0,0.49,-3.72,6.41,6.41,0.4,165,-1,14
ETHUSDT,-1,2023-08-28 07:00,2023-08-29 00:15,1641.38,1652.06,TIMEOUT,70,-0.791,-0.395,0.71,0.69,1.42,1.37,1,312,57,0,0,2.03,-1.59,0.47,0.47,0.18,6,-1,7
IMXUSDT,-1,2023-08-29 07:00,2023-08-29 14:15,0.5593,0.570486,SL,30,-2.14,-1.07,0.77,2.03,1.54,4.06,1,399,12,0,0,5.4,-2.03,0.86,0.86,0.36,47,-1,7
SOLUSDT,-1,2023-08-29 08:15,2023-08-29 14:15,20.294,20.69988,SL,25,-2.14,-1.07,0.48,2.72,0.96,5.44,1,395,4,0,0,4.59,-0.93,1.03,1.03,0.36,52,-1,8
BTCUSDT,-1,2023-08-29 12:15,2023-08-29 14:00,25978.4,26179.8,TIMEOUT,8,-0.915,-0.458,0,0.49,0,0.98,3,402,1,0,2,3.76,-0.06,0.58,0.59,0.14,66,-1,12
ETHUSDT,-1,2023-08-29 12:30,2023-08-29 14:00,1644.26,1652.61,TIMEOUT,7,-0.648,-0.324,0.08,0.37,0.15,0.73,3,430,2,0,2,1.88,0.12,1.36,0.86,0.17,67,-1,12
LTCUSDT,-1,2023-08-29 12:45,2023-08-29 14:15,64.92,66.2184,SL,7,-2.14,-1.07,0.08,2.06,0.15,4.11,2,636,0,0,1,2.21,0.11,0.61,1.29,0.22,34,-1,12
ADAUSDT,1,2023-08-29 14:30,2023-08-29 23:30,0.2769,0.271362,SL,37,-2.14,-1.07,0.61,1.01,1.23,2.02,1,76,98,0,0,7.14,-6.85,9.55,9.55,0.7,1,1,14
LTCUSDT,1,2023-08-29 14:30,2023-08-29 14:45,70.47,69.0606,SL,2,-2.14,-1.07,0.17,1.04,0.34,2.09,1,0,200,0,0,8.89,-8.47,14.6,14.6,0.81,42,1,14
LINKUSDT,-1,2023-08-31 17:30,2023-09-01 03:30,5.844,5.96088,SL,41,-2.14,-1.07,0.74,1.04,1.49,2.09,1,93,275,0,0,3.2,-1.77,0.48,0.48,0.75,26,-1,17
LINKUSDT,-1,2023-09-01 18:30,2023-09-03 02:45,5.89,6.0078,SL,130,-2.14,-1.07,0.24,1.13,0.48,2.26,3,193,86,0,2,2.57,-0.42,0.59,0.69,0.62,124,-1,18
DOTUSDT,-1,2023-09-04 15:30,2023-09-07 03:00,4.219,4.27,TIMEOUT,239,-1.349,-0.674,0.65,0.98,1.3,1.97,3,437,112,0,2,2.58,-1.63,9.1,2.14,0.39,34,-1,15
ADAUSDT,-1,2023-09-06 15:30,2023-09-06 17:45,0.2556,0.260712,SL,10,-2.14,-1.07,0.74,1.13,1.49,2.27,2,637,750,0,1,0.12,-0.07,2.43,0.76,0.33,37,-1,15
DOGEUSDT,-1,2023-09-06 16:30,2023-09-08 01:00,0.0632,0.06371,TIMEOUT,131,-0.947,-0.473,0.65,0.72,1.3,1.44,4,558,671,0,3,2.47,-1.05,0.4,3.91,0.37,7,-1,16
ARBUSDT,1,2023-09-07 05:30,2023-09-08 10:00,0.9058,0.887684,SL,115,-2.14,-1.07,0.96,1.09,1.92,2.19,4,299,168,0,3,1.96,-0.38,0.69,1.11,0.29,11,1,5
BNBUSDT,-1,2023-09-07 13:30,2023-09-07 22:00,214.36,216.99,TIMEOUT,35,-1.367,-0.683,0.15,0.83,0.29,1.65,3,656,12,0,2,1.41,-0.43,0.72,1.57,0.2,7,-1,13
SUIUSDT,-1,2023-09-07 13:30,2023-09-08 00:30,0.4793,0.488886,SL,45,-2.14,-1.07,0.24,1.19,0.48,2.38,2,994,686,0,1,1.06,-0.11,0.39,1.16,0.47,110,-1,13
AVAXUSDT,-1,2023-09-07 14:00,2023-09-07 21:15,9.896,10.09392,SL,30,-2.14,-1.07,0.16,1.22,0.32,2.44,2,718,2,0,1,1.32,-0.17,0.79,1.63,0.28,63,-1,14
1000PEPEUSDT,1,2023-09-07 23:30,2023-09-08 10:00,0.0008064,0.00079,SL,43,-2.14,-1.07,0.57,1.61,1.14,3.22,3,347,106,0,2,1.73,-0.8,0.77,0.65,0.61,8,1,23
FILUSDT,1,2023-09-09 17:00,2023-09-10 04:00,3.241,3.214,TIMEOUT,45,-0.973,-0.487,0.17,0.94,0.34,1.88,4,303,6,0,3,0.23,0.24,0.78,0.7,0.27,121,1,17
TRXUSDT,-1,2023-09-11 10:45,2023-09-12 03:45,0.07779,0.07845,TIMEOUT,69,-0.988,-0.494,0.56,0.46,1.12,0.91,1,82,32,0,0,4.79,-2.14,0.96,0.96,0.25,291,-1,10
DOGEUSDT,-1,2023-09-13 06:30,2023-09-14 11:00,0.06077,0.06146,TIMEOUT,115,-1.275,-0.638,0.13,0.95,0.26,1.91,3,1190,55,0,2,1.38,0.11,0.86,0.5,0.27,85,-1,6
AVAXUSDT,-1,2023-09-15 13:30,2023-09-15 23:00,9.304,9.49008,SL,39,-2.14,-1.07,0.74,1.03,1.48,2.05,4,535,16,0,3,2.99,-0.19,0.6,1.17,0.31,23,-1,13
ETHUSDT,1,2023-09-15 22:45,2023-09-17 01:15,1648.96,1623.7,TIMEOUT,107,-1.672,-0.836,0.12,0.94,0.24,1.88,1,323,394,0,0,5.37,-3.95,4.31,4.31,0.3,7,1,22
SOLUSDT,1,2023-09-15 23:45,2023-09-17 01:00,19.136,18.75328,SL,102,-2.14,-1.07,0.84,1.11,1.69,2.22,1,179,540,0,0,2.7,-1.69,0.78,0.78,0.59,25,1,23
NEARUSDT,-1,2023-09-19 02:00,2023-09-19 08:45,1.099,1.12098,SL,28,-2.14,-1.07,0.09,1.09,0.18,2.18,2,117,161,0,1,0.39,0.07,0.6,0.67,0.46,77,-1,2
DOGEUSDT,1,2023-09-21 05:15,2023-09-21 10:45,0.06275,0.061495,SL,23,-2.14,-1.07,0.12,1.16,0.24,2.33,4,154,45,0,3,0.77,-0.01,2.46,0.72,0.35,37,1,5
1000PEPEUSDT,1,2023-09-24 19:00,2023-09-24 23:30,0.0006828,0.000669,SL,19,-2.14,-1.07,0.7,1.23,1.41,2.46,3,210,753,0,2,0.82,-0.03,0.93,0.76,0.8,82,1,19
BNBUSDT,1,2023-09-28 13:45,2023-10-01 18:00,214.06,213.71,TIMEOUT,306,-0.304,-0.152,0.83,0.22,1.66,0.43,2,213,168,0,1,1.81,-1.26,1.23,0.92,0.2,12,1,13
APTUSDT,-1,2023-09-30 04:45,2023-09-30 08:30,5.345,5.4519,SL,16,-2.14,-1.07,0.01,1.01,0.02,2.02,3,281,33,1,1,3.09,-0.42,0.52,0.42,0.34,68,-1,4
XRPUSDT,1,2023-10-01 12:00,2023-10-02 18:30,0.5194,0.509012,SL,123,-2.14,-1.07,0.69,2.3,1.39,4.6,4,232,56,0,3,6.22,-0.03,0.58,1.49,0.23,189,1,12
BNBUSDT,1,2023-10-01 22:30,2023-10-02 18:00,219.1,216.71,TIMEOUT,79,-1.231,-0.615,0.6,0.8,1.2,1.6,1,536,72,0,0,3.24,-5.11,2.75,2.75,0.35,252,1,22
DOGEUSDT,1,2023-10-01 22:45,2023-10-02 17:00,0.06349,0.0625,TIMEOUT,74,-1.699,-0.85,0.54,0.92,1.09,1.84,1,263,63,0,0,5.35,-4.56,1.28,1.28,0.37,2,1,22
NEARUSDT,-1,2023-10-05 17:00,2023-10-06 16:00,1.079,1.093,TIMEOUT,93,-1.437,-0.719,0.46,0.83,0.93,1.67,1,269,889,0,0,3.4,-1.72,0.4,0.4,0.49,164,-1,17
